airline,src,dst,routeId,date,name_src,city_src,country_src,src_lng,src_lat,airportId_src,Covid confirmed cases_src,Monkeypox confirmed cases_src,name_dst,city_dst,country_dst,dst_lng,dst_lat,airportId_dst,Covid confirmed cases_dst,Monkeypox confirmed cases_dst,airline_name,airline_country,airlineId,flow count
5,4267,3293,3824,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Air China,China,5,1
4,3268,3290,3090,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Xiaoshan,Hangzhou,China,120.434453,30.229503,3290,1927327.0,,China Eastern Airlines,China,4,1
5,2833,3302,3615,2022-04-21 00:00:00,E T Joshua,Kingstown,Saint Vincent and the Grenadines,-61.210861,13.144306,2833,,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,Air China,China,5,1
3,5214,5256,10094,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Quzhou Airport,Quzhou,China,118.899,28.9658,5256,1927327.0,,Southwest Airlines,United States,3,1
4,1965,3307,2357,2022-04-21 00:00:00,La Tontouta,Noumea,New Caledonia,166.212972,-22.014553,1965,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
5,3976,3272,4185,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,Air China,China,5,1
3,2996,3295,9795,2022-04-21 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1952485.0,,Hongqiao Intl,Shanghai,China,121.336319,31.197875,3295,1927327.0,,Southwest Airlines,United States,3,1
3,2269,3307,9777,2022-04-21 00:00:00,Shizuhama,Yaizu,Japan,138.298056,34.812778,2269,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,3370,3307,10353,2022-04-21 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,2322,3307,10191,2022-04-21 00:00:00,Yecheon,Yechon,South Korea,128.35485,36.631933,2322,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,2223,3293,2993,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,China Eastern Airlines,China,4,1
3,3222,3279,10423,2022-04-21 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1174390.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,Southwest Airlines,United States,3,1
3,3155,3285,9826,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
3,3786,3307,9532,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,5248,3298,9671,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,Southwest Airlines,United States,3,1
4,3999,3295,3364,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Hongqiao Intl,Shanghai,China,121.336319,31.197875,3295,1927327.0,,China Eastern Airlines,China,4,1
5,4217,3302,4179,2022-04-21 00:00:00,Riem,Munich,Germany,11.690278,48.137778,4217,24006254.0,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,Air China,China,5,1
3,2220,3272,10526,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,Southwest Airlines,United States,3,1
3,7544,3303,9846,2022-04-21 00:00:00,Victoria Station,London,United Kingdom,-0.14391,51.4964,7544,22082374.0,,Diwopu,Urumqi,China,87.474244,43.907106,3303,1927327.0,,Southwest Airlines,United States,3,1
4,3039,3291,2925,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Lishe,Ninbo,China,121.461906,29.826683,3291,1927327.0,,China Eastern Airlines,China,4,1
3,2311,3291,10235,2022-04-21 00:00:00,Jinhae,Chinhae,South Korea,128.695792,35.141175,2311,,,Lishe,Ninbo,China,121.461906,29.826683,3291,1927327.0,,Southwest Airlines,United States,3,1
4,4846,3277,2999,2022-04-21 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,6090520.0,,Wuxu,Nanning,China,108.172442,22.608267,3277,1927327.0,,China Eastern Airlines,China,4,1
5,5248,3273,3953,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,2220,3287,10519,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Gaoqi,Xiamen,China,118.127739,24.544036,3287,,,Southwest Airlines,United States,3,1
4,3268,5265,3125,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Nanping Wuyishan Airport,Wuyishan,China,118.001,27.7019,5265,1927327.0,,China Eastern Airlines,China,4,1
6,3385,3307,15012,2022-04-21 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Southern Airlines,China,6,1
3,2223,3306,10185,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Southwest Airlines,United States,3,1
3,3268,3306,10197,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Southwest Airlines,United States,3,1
5,1965,3273,3613,2022-04-21 00:00:00,La Tontouta,Noumea,New Caledonia,166.212972,-22.014553,1965,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,2954,3285,10347,2022-04-21 00:00:00,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,136146.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
4,3999,3302,3359,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,China Eastern Airlines,China,4,1
5,3786,3274,3642,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,1927327.0,,Air China,China,5,1
8,3370,3307,13808,2022-04-21 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Delta Air Lines,United States,8,1
3,3925,3273,10012,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Southwest Airlines,United States,3,50
4,3268,4000,3024,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Jinan,Jinan,China,117.215992,36.857214,4000,1927327.0,,China Eastern Airlines,China,4,1
3,3268,5239,10231,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Qingyang Airport,Qingyang,China,107.603,35.7997,5239,1927327.0,,Southwest Airlines,United States,3,1
4,4011,3289,2656,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,China Eastern Airlines,China,4,1
3,7875,3298,9668,2022-04-21 00:00:00,Delft Central,Delft,Netherlands,4.356667,52.006667,7875,8212818.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,Southwest Airlines,United States,3,1
5,3837,3307,4394,2022-04-21 00:00:00,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,3266368.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Air China,China,5,1
3,4034,3294,10412,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Liuting,Qingdao,China,120.374436,36.266108,3294,1927327.0,,Southwest Airlines,United States,3,1
2,3467,3926,16451,2022-04-21 00:00:00,Grand Forks Afb,Red River,United States,-97.401194,47.961098,3467,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,easyJet,United Kingdom,2,1
5,3268,5264,4495,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Wuxi Airport,Wuxi,China,120.429,31.4944,5264,1927327.0,,Air China,China,5,1
5,2309,3306,3836,2022-04-21 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Air China,China,5,1
7,3583,3926,5175,2022-04-21 00:00:00,Cincinnati Muni Lunken Fld,Cincinnati,United States,-84.418611,39.103333,3583,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,US Airways,United States,7,1
3,3546,3307,9697,2022-04-21 00:00:00,Bob Hope,Burbank,United States,-118.358667,34.200667,3546,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
5,3244,3273,4357,2022-04-21 00:00:00,Melbourne Moorabbin,Melbourne,Australia,145.102222,-37.975833,3244,5613341.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,5214,5215,10076,2022-04-21 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,,,Beijing Nanyuan Airport,Beijing,China,116.387778,39.7825,5215,1927327.0,,Southwest Airlines,United States,3,1
5,3786,3273,3640,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
3,337,3307,9714,2022-04-21 00:00:00,Erfurt,Erfurt,Germany,10.958106,50.979811,337,24006254.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
5,3182,3288,3767,2022-04-21 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,6042595.0,,Changbei Intl,Nanchang,China,115.9,28.865,3288,1927327.0,,Air China,China,5,1
3,3999,5302,10512,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Zhangxiao,Yuncheng,China,110.993,35.018,5302,1927327.0,,Southwest Airlines,United States,3,1
5,4011,3289,4043,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Changle,Fuzhou,China,119.663272,25.935064,3289,1927327.0,,Air China,China,5,1
5,3268,3282,4496,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhongchuan,Lanzhou,China,103.620775,36.515242,3282,1927327.0,,Air China,China,5,1
5,2309,3303,3837,2022-04-21 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,,,Diwopu,Urumqi,China,87.474244,43.907106,3303,1927327.0,,Air China,China,5,1
5,4011,3276,4046,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Liangjiang,Guilin,China,110.039197,25.218106,3276,1927327.0,,Air China,China,5,1
2,3467,3926,16451,2022-04-21 00:00:00,Grand Forks Afb,Red River,United States,-97.401194,47.961098,3467,,,Lijiang Airport,Lijiang,China,100.23333,26.883333,3926,1927327.0,,easyJet,United Kingdom,2,1
5,3837,3307,4394,2022-04-21 00:00:00,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,3266368.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Air China,China,5,1
4,3268,5223,3130,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Ulanhot Airport,Ulanhot,China,122.017,46.083,5223,1927327.0,,China Eastern Airlines,China,4,1
3,2270,3307,10192,2022-04-21 00:00:00,Hiroshima,Hiroshima,Japan,132.919444,34.436111,2270,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
3,3268,3292,10199,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Lukou,Nanjing,China,118.862025,31.742042,3292,1927327.0,,Southwest Airlines,United States,3,1
4,3976,3296,2774,2022-04-21 00:00:00,Telluride,Telluride,United States,-107.90848,37.953759,3976,,,Laishan,Yantai,China,121.371667,37.401667,3296,1927327.0,,China Eastern Airlines,China,4,1
3,2231,3307,9626,2022-04-21 00:00:00,Obihiro,Obihiro,Japan,143.217222,42.733333,2231,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
7,3385,3307,6111,2022-04-21 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,US Airways,United States,7,1
5,2223,3306,4444,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Air China,China,5,1
4,3268,3288,3037,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Changbei Intl,Nanchang,China,115.9,28.865,3288,1927327.0,,China Eastern Airlines,China,4,1
5,3073,3273,4364,2022-04-21 00:00:00,Paro,Thimphu,Bhutan,89.424606,27.403192,3073,56301.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
5,3268,3275,4478,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Huanghua,Changcha,China,113.219633,28.189158,3275,1927327.0,,Air China,China,5,1
4,3043,3298,2854,2022-04-21 00:00:00,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,978705.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,China Eastern Airlines,China,4,1
3,6978,3307,9728,2022-04-21 00:00:00,Yarram,Yarram,Australia,146.75,-38.56,6978,5613341.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,2220,3307,3370,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,China Eastern Airlines,China,4,1
4,4267,3273,2452,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
5,4267,3287,3817,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Gaoqi,Xiamen,China,118.127739,24.544036,3287,,,Air China,China,5,1
4,3182,3286,2428,2022-04-21 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,6042595.0,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,China Eastern Airlines,China,4,1
8,3370,3307,13808,2022-04-21 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Delta Air Lines,United States,8,1
5,1965,3273,3613,2022-04-21 00:00:00,La Tontouta,Noumea,New Caledonia,166.212972,-22.014553,1965,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
4,3268,5530,3126,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Manzhouli,Manzhouli,China,117.329444,49.566667,5530,1927327.0,,China Eastern Airlines,China,4,1
5,3265,3273,4621,2022-04-21 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,5613341.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
4,3268,3290,3090,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Xiaoshan,Hangzhou,China,120.434453,30.229503,3290,1927327.0,,China Eastern Airlines,China,4,1
3,2223,3306,10185,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Southwest Airlines,United States,3,1
4,3039,3272,2931,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,China Eastern Airlines,China,4,1
5,4267,3272,3827,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Binhai,Tianjin,China,117.346183,39.124353,3272,1927327.0,,Air China,China,5,1
10,1489,4196,9310,2022-04-21 00:00:00,Reggio Calabria,Reggio Calabria,Italy,15.651556,38.071206,1489,15934437.0,,Dunhuang Airport,Dunhuang,China,94.4818,40.094,4196,1927327.0,,American Airlines,United States,10,1
3,3946,3285,9689,2022-04-21 00:00:00,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,7.529167,47.59,3946,28266009.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
5,3268,5225,4453,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Beihai Airport,Beihai,China,109.294,21.5394,5225,1927327.0,,Air China,China,5,1
5,3155,3306,4171,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Air China,China,5,1
5,3786,3279,3647,2022-04-21 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,Air China,China,5,1
4,3999,3288,3343,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Changbei Intl,Nanchang,China,115.9,28.865,3288,1927327.0,,China Eastern Airlines,China,4,1
4,3999,3302,3359,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Hotan,Hotan,China,79.864933,37.038522,3302,1927327.0,,China Eastern Airlines,China,4,1
3,4188,3307,9870,2022-04-21 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,4128038.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
4,3268,5233,3129,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Nanyang Airport,Nanyang,China,112.615,32.9808,5233,1927327.0,,China Eastern Airlines,China,4,1
5,4011,3288,4042,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Changbei Intl,Nanchang,China,115.9,28.865,3288,1927327.0,,Air China,China,5,1
3,5248,3285,9673,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Gasa,Jinghonggasa,China,100.759611,21.973914,3285,1927327.0,,Southwest Airlines,United States,3,1
4,2223,3306,2988,2022-04-21 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,China Eastern Airlines,China,4,1
4,3268,5217,3025,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Changzhi Airport,Changzhi,China,113.126,36.2475,5217,1927327.0,,China Eastern Airlines,China,4,1
7,3370,3307,6791,2022-04-21 00:00:00,North Perry,Hollywood,United States,-80.240722,26.001222,3370,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,US Airways,United States,7,1
3,4034,3294,10412,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Liuting,Qingdao,China,120.374436,36.266108,3294,1927327.0,,Southwest Airlines,United States,3,1
4,3268,5230,3145,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Bailian Airport,Liuzhou,China,109.391,24.2075,5230,1927327.0,,China Eastern Airlines,China,4,1
3,3837,3293,10131,2022-04-21 00:00:00,Eleftherios Venizelos Intl,Athens,Greece,23.944467,37.936358,3837,3266368.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Southwest Airlines,United States,3,1
5,3182,3286,3768,2022-04-21 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,6042595.0,,Wujiaba,Kunming,China,102.743536,24.992364,3286,1927327.0,,Air China,China,5,1
4,3268,3283,3121,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Xianyang,Xi'an,China,108.751592,34.447119,3283,1927327.0,,China Eastern Airlines,China,4,1
3,3925,3294,10017,2022-04-21 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,,,Liuting,Qingdao,China,120.374436,36.266108,3294,1927327.0,,Southwest Airlines,United States,3,1
4,3155,5287,2771,2022-04-21 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,6042595.0,,Qiqihar Sanjiazi Airport,Qiqihar,China,123.918131,47.239628,5287,1927327.0,,China Eastern Airlines,China,4,1
5,4011,3274,4040,2022-04-21 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,15611.0,,Baiyun Intl,Guangzhou,China,113.298786,23.392436,3274,1927327.0,,Air China,China,5,1
3,2269,3307,9777,2022-04-21 00:00:00,Shizuhama,Yaizu,Japan,138.298056,34.812778,2269,7531317.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Southwest Airlines,United States,3,1
5,503,3273,4328,2022-04-21 00:00:00,Blackbushe,Blackbushe,United Kingdom,-0.8475,51.323889,503,22082374.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
5,3268,3278,4454,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Baoan Intl,Shenzhen,China,113.810664,22.639258,3278,1927327.0,,Air China,China,5,1
4,3922,3298,3246,2022-04-21 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,17846818.0,,Longdongbao,Guiyang,China,106.800703,26.538522,3298,1927327.0,,China Eastern Airlines,China,4,1
10,543,4196,9090,2022-04-21 00:00:00,Norwich,Norwich,United Kingdom,1.282778,52.675833,543,22082374.0,,Dunhuang Airport,Dunhuang,China,94.4818,40.094,4196,1927327.0,,American Airlines,United States,10,60
5,3210,3307,4278,2022-04-21 00:00:00,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,4415101.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Air China,China,5,1
5,2220,3306,4737,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Air China,China,5,1
4,3039,3291,2925,2022-04-21 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,203545.0,,Lishe,Ninbo,China,121.461906,29.826683,3291,1927327.0,,China Eastern Airlines,China,4,1
5,4034,3307,4578,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,Air China,China,5,1
4,3268,5299,3064,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Anqing Airport,Anqing,China,117.0502,30.5822,5299,1927327.0,,China Eastern Airlines,China,4,1
9,3385,3307,1084,2022-04-21 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,,,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,1927327.0,,United Airlines,United States,9,1
5,3268,5252,4476,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Zhaotong Airport,Zhaotong,China,103.755,27.3256,5252,1927327.0,,Air China,China,5,1
3,3268,5263,10229,2022-04-21 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,5613341.0,,Weihai Airport,Weihai,China,122.229,37.1871,5263,1927327.0,,Southwest Airlines,United States,3,1
4,4188,3273,2809,2022-04-21 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,4128038.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
4,4267,3279,2460,2022-04-21 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,17846818.0,,Xinzheng,Zhengzhou,China,113.840889,34.519672,3279,1927327.0,,China Eastern Airlines,China,4,1
3,3265,3291,10443,2022-04-21 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,5613341.0,,Lishe,Ninbo,China,121.461906,29.826683,3291,1927327.0,,Southwest Airlines,United States,3,1
5,5248,3273,3953,2022-04-21 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,920332.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
5,2905,3273,4603,2022-04-21 00:00:00,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,17846818.0,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,Air China,China,5,1
4,2220,5265,3371,2022-04-21 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,,,Nanping Wuyishan Airport,Wuyishan,China,118.001,27.7019,5265,1927327.0,,China Eastern Airlines,China,4,1
5,2309,3306,3836,2022-04-21 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,,,Hailang,Mudanjiang,China,129.568972,44.524072,3306,1927327.0,,Air China,China,5,1
5,4034,3293,4580,2022-04-21 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,203545.0,,Luogang,Hefei,China,117.298436,31.780019,3293,1927327.0,,Air China,China,5,1
4,3999,3273,3336,2022-04-21 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,,,Wusu,Taiyuan,China,112.628428,37.746897,3273,1927327.0,,China Eastern Airlines,China,4,1
