DateRep,CountryExp,CountryCode,Source,ConfCases
2022-07-02,Finland,FI,TESSy,1
2022-07-02,France,FR,TESSy,9
2022-07-02,Germany,DE,TESSy,13
2022-07-02,Greece,EL,TESSy,0
2022-07-02,Hungary,HU,TESSy,0
2022-07-02,Iceland,IS,TESSy,0
2022-07-02,Ireland,IE,TESSy,0
2022-07-02,Italy,IT,TESSy,5
2022-07-02,Latvia,LV,TESSy,0
2022-07-02,Lithuania,LT,TESSy,0
2022-07-02,Luxembourg,LU,TESSy,0
2022-07-02,Malta,MT,TESSy,0
2022-07-02,Netherlands,NL,TESSy,5
2022-07-02,Norway,NO,TESSy,0
2022-07-02,Poland,PL,TESSy,0
2022-07-02,Portugal,PT,TESSy,7
2022-07-02,Romania,RO,TESSy,0
2022-07-02,Slovakia,SK,TESSy,0
2022-07-02,Slovenia,SI,TESSy,0
2022-07-02,Spain,ES,TESSy,15
2022-07-02,Sweden,SE,TESSy,0
2022-07-03,Austria,AT,TESSy,0
2022-07-03,Belgium,BE,TESSy,0
2022-07-03,Bulgaria,BG,TESSy,0
2022-07-03,Croatia,HR,TESSy,0
2022-07-03,Cyprus,CY,TESSy,0
2022-07-03,Czechia,CZ,TESSy,0
2022-07-03,Denmark,DK,TESSy,0
2022-07-03,Estonia,EE,TESSy,0
2022-07-03,Finland,FI,TESSy,0
2022-07-03,France,FR,TESSy,12
2022-07-03,Germany,DE,TESSy,0
2022-07-03,Greece,EL,TESSy,0
2022-07-03,Hungary,HU,TESSy,1
2022-07-03,Iceland,IS,TESSy,0
2022-07-03,Ireland,IE,TESSy,0
2022-07-03,Italy,IT,TESSy,1
2022-07-03,Latvia,LV,TESSy,0
2022-07-03,Lithuania,LT,TESSy,0
2022-07-03,Luxembourg,LU,TESSy,0
2022-07-03,Malta,MT,TESSy,0
2022-07-03,Netherlands,NL,TESSy,7
2022-07-03,Norway,NO,TESSy,0
2022-07-03,Poland,PL,TESSy,0
2022-07-03,Portugal,PT,TESSy,16
2022-07-03,Romania,RO,TESSy,0
2022-07-03,Slovakia,SK,TESSy,0
2022-07-03,Slovenia,SI,TESSy,0
2022-07-03,Spain,ES,TESSy,27
2022-07-03,Sweden,SE,TESSy,0
2022-07-04,Austria,AT,TESSy,6
2022-07-04,Belgium,BE,TESSy,7
2022-07-04,Bulgaria,BG,TESSy,0
2022-07-04,Croatia,HR,TESSy,0
2022-07-04,Cyprus,CY,TESSy,0
2022-07-04,Czechia,CZ,TESSy,0
2022-07-04,Denmark,DK,TESSy,1
2022-07-04,Estonia,EE,TESSy,0
2022-07-04,Finland,FI,TESSy,1
2022-07-04,France,FR,TESSy,80
2022-07-04,Germany,DE,TESSy,92
2022-07-04,Greece,EL,TESSy,2
2022-07-04,Hungary,HU,TESSy,2
2022-07-04,Iceland,IS,TESSy,0
2022-07-04,Ireland,IE,TESSy,2
2022-07-04,Italy,IT,TESSy,17
2022-07-04,Latvia,LV,TESSy,0
2022-07-04,Lithuania,LT,TESSy,0
2022-07-04,Luxembourg,LU,TESSy,0
2022-07-04,Malta,MT,TESSy,0
2022-07-04,Netherlands,NL,TESSy,28
2022-07-04,Norway,NO,TESSy,1
2022-07-04,Poland,PL,TESSy,1
2022-07-04,Portugal,PT,TESSy,7
2022-07-04,Romania,RO,TESSy,1
2022-07-04,Slovakia,SK,TESSy,0
2022-07-04,Slovenia,SI,TESSy,1
2022-07-04,Spain,ES,TESSy,154
2022-07-04,Sweden,SE,TESSy,3
2022-07-05,Austria,AT,TESSy,4
2022-07-05,Belgium,BE,TESSy,11
2022-07-05,Bulgaria,BG,TESSy,0
2022-07-05,Croatia,HR,TESSy,0
2022-07-05,Cyprus,CY,TESSy,0
2022-07-05,Czechia,CZ,TESSy,0
2022-07-05,Denmark,DK,TESSy,2
2022-07-05,Estonia,EE,TESSy,0
2022-07-05,Finland,FI,TESSy,1
2022-07-05,France,FR,TESSy,104
2022-07-05,Germany,DE,TESSy,68
2022-07-05,Greece,EL,TESSy,2
2022-07-05,Hungary,HU,TESSy,0
2022-07-05,Iceland,IS,TESSy,0
2022-07-05,Ireland,IE,TESSy,1
2022-07-05,Italy,IT,TESSy,12
2022-07-05,Latvia,LV,TESSy,0
2022-07-05,Lithuania,LT,TESSy,0
2022-07-05,Luxembourg,LU,TESSy,0
2022-07-05,Malta,MT,TESSy,0
2022-07-05,Netherlands,NL,TESSy,26
2022-07-05,Norway,NO,TESSy,1
2022-07-05,Poland,PL,TESSy,1
2022-07-05,Portugal,PT,TESSy,9
2022-07-05,Romania,RO,TESSy,1
2022-07-05,Slovakia,SK,TESSy,0
2022-07-05,Slovenia,SI,TESSy,0
2022-07-05,Spain,ES,TESSy,108
2022-07-05,Sweden,SE,TESSy,0
2022-07-06,Austria,AT,TESSy,5
2022-07-06,Belgium,BE,TESSy,9
2022-07-06,Bulgaria,BG,TESSy,0
2022-07-06,Croatia,HR,TESSy,0
2022-07-06,Cyprus,CY,TESSy,0
2022-07-06,Czechia,CZ,TESSy,0
2022-07-06,Denmark,DK,TESSy,0
2022-07-06,Estonia,EE,TESSy,0
2022-07-06,Finland,FI,TESSy,1
2022-07-06,France,FR,TESSy,69
2022-07-06,Germany,DE,TESSy,65
2022-07-06,Greece,EL,TESSy,0
2022-07-06,Hungary,HU,TESSy,0
2022-07-06,Iceland,IS,TESSy,1
2022-07-06,Ireland,IE,TESSy,1
2022-07-06,Italy,IT,TESSy,9
2022-07-06,Latvia,LV,TESSy,0
2022-07-06,Lithuania,LT,TESSy,0
2022-07-06,Luxembourg,LU,TESSy,0
2022-07-06,Malta,MT,TESSy,1
2022-07-06,Netherlands,NL,TESSy,23
2022-07-06,Norway,NO,TESSy,2
2022-07-06,Poland,PL,TESSy,3
2022-07-06,Portugal,PT,TESSy,9
2022-07-06,Romania,RO,TESSy,0
2022-07-06,Slovakia,SK,TESSy,1
2022-07-06,Slovenia,SI,TESSy,1
2022-07-06,Spain,ES,TESSy,108
2022-07-06,Sweden,SE,TESSy,6
2022-07-07,Austria,AT,TESSy,5
2022-07-07,Belgium,BE,TESSy,15
2022-07-07,Bulgaria,BG,TESSy,0
2022-07-07,Croatia,HR,TESSy,0
2022-07-07,Cyprus,CY,TESSy,0
2022-07-07,Czechia,CZ,TESSy,1
2022-07-07,Denmark,DK,TESSy,2
2022-07-07,Estonia,EE,TESSy,0
2022-07-07,Finland,FI,TESSy,0
2022-07-07,France,FR,TESSy,98
2022-07-07,Germany,DE,TESSy,105
2022-07-07,Greece,EL,TESSy,1
2022-07-07,Hungary,HU,TESSy,0
2022-07-07,Iceland,IS,TESSy,0
2022-07-07,Ireland,IE,TESSy,5
2022-07-07,Italy,IT,TESSy,15
2022-07-07,Latvia,LV,TESSy,0
2022-07-07,Lithuania,LT,TESSy,0
2022-07-07,Luxembourg,LU,TESSy,0
2022-07-07,Malta,MT,TESSy,0
2022-07-07,Netherlands,NL,TESSy,30
2022-07-07,Norway,NO,TESSy,2
2022-07-07,Poland,PL,TESSy,1
2022-07-07,Portugal,PT,TESSy,13
2022-07-07,Romania,RO,TESSy,1
2022-07-07,Slovakia,SK,TESSy,0
2022-07-07,Slovenia,SI,TESSy,3
2022-07-07,Spain,ES,TESSy,186
2022-07-07,Sweden,SE,TESSy,7
2022-07-08,Austria,AT,TESSy,8
2022-07-08,Belgium,BE,TESSy,24
2022-07-08,Bulgaria,BG,TESSy,0
2022-07-08,Croatia,HR,TESSy,0
2022-07-08,Cyprus,CY,TESSy,0
2022-07-08,Czechia,CZ,TESSy,1
2022-07-08,Denmark,DK,TESSy,1
2022-07-08,Estonia,EE,TESSy,0
2022-07-08,Finland,FI,TESSy,0
2022-07-08,France,FR,TESSy,121
2022-07-08,Germany,DE,TESSy,68
2022-07-08,Greece,EL,TESSy,0
2022-07-08,Hungary,HU,TESSy,1
2022-07-08,Iceland,IS,TESSy,1
2022-07-08,Ireland,IE,TESSy,0
2022-07-08,Italy,IT,TESSy,14
2022-07-08,Latvia,LV,TESSy,0
2022-07-08,Lithuania,LT,TESSy,0
2022-07-08,Luxembourg,LU,TESSy,0
2022-07-08,Malta,MT,TESSy,0
2022-07-08,Netherlands,NL,TESSy,22
2022-07-08,Norway,NO,TESSy,3
2022-07-08,Poland,PL,TESSy,1
2022-07-08,Portugal,PT,TESSy,18
2022-07-08,Romania,RO,TESSy,0
2022-07-08,Slovakia,SK,TESSy,0
2022-07-08,Slovenia,SI,TESSy,0
2022-07-08,Spain,ES,TESSy,98
2022-07-08,Sweden,SE,TESSy,2
2022-07-09,Austria,AT,TESSy,0
2022-07-09,Belgium,BE,TESSy,4
2022-07-09,Bulgaria,BG,TESSy,0
2022-07-09,Croatia,HR,TESSy,0
2022-07-09,Cyprus,CY,TESSy,0
2022-07-09,Czechia,CZ,TESSy,0
2022-07-09,Denmark,DK,TESSy,0
2022-07-09,Estonia,EE,TESSy,0
2022-07-09,Finland,FI,TESSy,0
2022-07-09,France,FR,TESSy,22
2022-07-09,Germany,DE,TESSy,8
2022-07-09,Greece,EL,TESSy,0
2022-07-09,Hungary,HU,TESSy,3
2022-07-09,Iceland,IS,TESSy,0
2022-07-09,Ireland,IE,TESSy,0
2022-07-09,Italy,IT,TESSy,8
2022-07-09,Latvia,LV,TESSy,0
2022-07-09,Lithuania,LT,TESSy,0
2022-07-09,Luxembourg,LU,TESSy,0
2022-07-09,Malta,MT,TESSy,0
2022-07-09,Netherlands,NL,TESSy,7
2022-07-09,Norway,NO,TESSy,0
2022-07-09,Poland,PL,TESSy,0
2022-07-09,Portugal,PT,TESSy,10
2022-07-09,Romania,RO,TESSy,0
2022-07-09,Slovakia,SK,TESSy,0
2022-07-09,Slovenia,SI,TESSy,0
2022-07-09,Spain,ES,TESSy,22
2022-07-09,Sweden,SE,TESSy,0
2022-07-10,Austria,AT,TESSy,0
2022-07-10,Belgium,BE,TESSy,1
2022-07-10,Bulgaria,BG,TESSy,0
2022-07-10,Croatia,HR,TESSy,0
2022-07-10,Cyprus,CY,TESSy,0
2022-07-10,Czechia,CZ,TESSy,0
2022-07-10,Denmark,DK,TESSy,0
2022-07-10,Estonia,EE,TESSy,0
2022-07-10,Finland,FI,TESSy,0
2022-07-10,France,FR,TESSy,7
2022-07-10,Germany,DE,TESSy,2
2022-07-10,Greece,EL,TESSy,0
2022-07-10,Hungary,HU,TESSy,0
2022-07-10,Iceland,IS,TESSy,0
2022-07-10,Ireland,IE,TESSy,0
2022-07-10,Italy,IT,TESSy,1
2022-07-10,Latvia,LV,TESSy,0
2022-07-10,Lithuania,LT,TESSy,0
2022-07-10,Luxembourg,LU,TESSy,0
2022-07-10,Malta,MT,TESSy,0
2022-07-10,Netherlands,NL,TESSy,3
2022-07-10,Norway,NO,TESSy,0
2022-07-10,Poland,PL,TESSy,0
2022-07-10,Portugal,PT,TESSy,7
2022-07-10,Romania,RO,TESSy,0
2022-07-10,Slovakia,SK,TESSy,0
2022-07-10,Slovenia,SI,TESSy,0
2022-07-10,Spain,ES,TESSy,25
2022-07-10,Sweden,SE,TESSy,0
2022-07-11,Austria,AT,TESSy,2
2022-07-11,Belgium,BE,TESSy,24
2022-07-11,Bulgaria,BG,TESSy,0
2022-07-11,Croatia,HR,TESSy,0
2022-07-11,Cyprus,CY,TESSy,0
2022-07-11,Czechia,CZ,TESSy,1
2022-07-11,Denmark,DK,TESSy,1
2022-07-11,Estonia,EE,TESSy,0
2022-07-11,Finland,FI,TESSy,0
2022-07-11,France,FR,TESSy,113
2022-07-11,Germany,DE,TESSy,70
2022-07-11,Greece,EL,TESSy,1
2022-07-11,Hungary,HU,TESSy,0
2022-07-11,Iceland,IS,TESSy,0
2022-07-11,Ireland,IE,TESSy,3
2022-07-11,Italy,IT,TESSy,17
2022-07-11,Latvia,LV,TESSy,0
2022-07-11,Lithuania,LT,TESSy,0
2022-07-11,Luxembourg,LU,TESSy,0
2022-07-11,Malta,MT,TESSy,1
2022-07-11,Netherlands,NL,TESSy,28
2022-07-11,Norway,NO,TESSy,4
2022-07-11,Poland,PL,TESSy,3
2022-07-11,Portugal,PT,TESSy,6
2022-07-11,Romania,RO,TESSy,1
2022-07-11,Slovakia,SK,TESSy,0
2022-07-11,Slovenia,SI,TESSy,1
2022-07-11,Spain,ES,TESSy,177
2022-07-11,Sweden,SE,TESSy,3
2022-07-12,Austria,AT,TESSy,6
2022-07-12,Belgium,BE,TESSy,8
2022-07-12,Bulgaria,BG,TESSy,0
2022-07-12,Croatia,HR,TESSy,0
2022-07-12,Cyprus,CY,TESSy,0
2022-07-12,Czechia,CZ,TESSy,0
2022-07-12,Denmark,DK,TESSy,2
2022-07-12,Estonia,EE,TESSy,0
2022-07-12,Finland,FI,TESSy,0
2022-07-12,France,FR,TESSy,91
2022-07-12,Germany,DE,TESSy,78
2022-07-12,Greece,EL,TESSy,0
2022-07-12,Hungary,HU,TESSy,0
2022-07-12,Iceland,IS,TESSy,0
2022-07-12,Ireland,IE,TESSy,0
2022-07-12,Italy,IT,TESSy,12
2022-07-12,Latvia,LV,TESSy,0
2022-07-12,Lithuania,LT,TESSy,0
2022-07-12,Luxembourg,LU,TESSy,2
2022-07-12,Malta,MT,TESSy,4
2022-07-12,Netherlands,NL,TESSy,49
2022-07-12,Norway,NO,TESSy,1
2022-07-12,Poland,PL,TESSy,6
2022-07-12,Portugal,PT,TESSy,9
2022-07-12,Romania,RO,TESSy,1
2022-07-12,Slovakia,SK,TESSy,0
2022-07-12,Slovenia,SI,TESSy,0
2022-07-12,Spain,ES,TESSy,164
2022-07-12,Sweden,SE,TESSy,1
2022-07-13,Austria,AT,TESSy,3
2022-07-13,Belgium,BE,TESSy,25
2022-07-13,Bulgaria,BG,TESSy,0
2022-07-13,Croatia,HR,TESSy,0
2022-07-13,Cyprus,CY,TESSy,0
2022-07-13,Czechia,CZ,TESSy,1
2022-07-13,Denmark,DK,TESSy,1
2022-07-13,Estonia,EE,TESSy,0
2022-07-13,Finland,FI,TESSy,1
2022-07-13,France,FR,TESSy,86
2022-07-13,Germany,DE,TESSy,102
2022-07-13,Greece,EL,TESSy,1
2022-07-13,Hungary,HU,TESSy,0
2022-07-13,Iceland,IS,TESSy,0
2022-07-13,Ireland,IE,TESSy,5
2022-07-13,Italy,IT,TESSy,8
2022-07-13,Latvia,LV,TESSy,0
2022-07-13,Lithuania,LT,TESSy,0
2022-07-13,Luxembourg,LU,TESSy,0
2022-07-13,Malta,MT,TESSy,1
2022-07-13,Netherlands,NL,TESSy,27
2022-07-13,Norway,NO,TESSy,2
2022-07-13,Poland,PL,TESSy,4
2022-07-13,Portugal,PT,TESSy,4
2022-07-13,Romania,RO,TESSy,0
2022-07-13,Slovakia,SK,TESSy,0
2022-07-13,Slovenia,SI,TESSy,1
2022-07-13,Spain,ES,TESSy,207
2022-07-13,Sweden,SE,TESSy,5
2022-07-14,Austria,AT,TESSy,2
2022-07-14,Belgium,BE,TESSy,7
2022-07-14,Bulgaria,BG,TESSy,0
2022-07-14,Croatia,HR,TESSy,5
2022-07-14,Cyprus,CY,TESSy,0
2022-07-14,Czechia,CZ,TESSy,0
2022-07-14,Denmark,DK,TESSy,4
2022-07-14,Estonia,EE,TESSy,0
2022-07-14,Finland,FI,TESSy,1
2022-07-14,France,FR,TESSy,14
2022-07-14,Germany,DE,TESSy,82
2022-07-14,Greece,EL,TESSy,2
2022-07-14,Hungary,HU,TESSy,0
2022-07-14,Iceland,IS,TESSy,0
2022-07-14,Ireland,IE,TESSy,3
2022-07-14,Italy,IT,TESSy,13
2022-07-14,Latvia,LV,TESSy,0
2022-07-14,Lithuania,LT,TESSy,0
2022-07-14,Luxembourg,LU,TESSy,0
2022-07-14,Malta,MT,TESSy,2
2022-07-14,Netherlands,NL,TESSy,16
2022-07-14,Norway,NO,TESSy,1
2022-07-14,Poland,PL,TESSy,2
2022-07-14,Portugal,PT,TESSy,5
2022-07-14,Romania,RO,TESSy,1
2022-07-14,Slovakia,SK,TESSy,0
2022-07-14,Slovenia,SI,TESSy,2
2022-07-14,Spain,ES,TESSy,116
2022-07-14,Sweden,SE,TESSy,5
2022-07-15,Austria,AT,TESSy,4
2022-07-15,Belgium,BE,TESSy,26
2022-07-15,Bulgaria,BG,TESSy,0
2022-07-15,Croatia,HR,TESSy,1
2022-07-15,Cyprus,CY,TESSy,0
2022-07-15,Czechia,CZ,TESSy,2
2022-07-15,Denmark,DK,TESSy,3
2022-07-15,Estonia,EE,TESSy,0
2022-07-15,Finland,FI,TESSy,1
2022-07-15,France,FR,TESSy,33
2022-07-15,Germany,DE,TESSy,72
2022-07-15,Greece,EL,TESSy,1
2022-07-15,Hungary,HU,TESSy,1
2022-07-15,Iceland,IS,TESSy,0
2022-07-15,Ireland,IE,TESSy,2
2022-07-15,Italy,IT,TESSy,14
2022-07-15,Latvia,LV,TESSy,0
2022-07-15,Lithuania,LT,TESSy,0
2022-07-15,Luxembourg,LU,TESSy,1
2022-07-15,Malta,MT,TESSy,0
2022-07-15,Netherlands,NL,TESSy,36
2022-07-15,Norway,NO,TESSy,4
2022-07-15,Poland,PL,TESSy,3
2022-07-15,Portugal,PT,TESSy,8
2022-07-15,Romania,RO,TESSy,2
2022-07-15,Slovakia,SK,TESSy,1
2022-07-15,Slovenia,SI,TESSy,3
2022-07-15,Spain,ES,TESSy,137
2022-07-15,Sweden,SE,TESSy,4
2022-07-16,Austria,AT,TESSy,1
2022-07-16,Belgium,BE,TESSy,2
2022-07-16,Bulgaria,BG,TESSy,0
2022-07-16,Croatia,HR,TESSy,0
2022-07-16,Cyprus,CY,TESSy,0
2022-07-16,Czechia,CZ,TESSy,0
2022-07-16,Denmark,DK,TESSy,3
2022-07-16,Estonia,EE,TESSy,0
2022-07-16,Finland,FI,TESSy,0
2022-07-16,France,FR,TESSy,9
2022-07-16,Germany,DE,TESSy,15
2022-07-16,Greece,EL,TESSy,1
2022-07-16,Hungary,HU,TESSy,1
2022-07-16,Iceland,IS,TESSy,2
2022-07-16,Ireland,IE,TESSy,0
2022-07-16,Italy,IT,TESSy,5
2022-07-16,Latvia,LV,TESSy,0
2022-07-16,Lithuania,LT,TESSy,0
2022-07-16,Luxembourg,LU,TESSy,0
2022-07-16,Malta,MT,TESSy,2
2022-07-16,Netherlands,NL,TESSy,3
2022-07-16,Norway,NO,TESSy,0
2022-07-16,Poland,PL,TESSy,0
2022-07-16,Portugal,PT,TESSy,4
2022-07-16,Romania,RO,TESSy,0
2022-07-16,Slovakia,SK,TESSy,0
2022-07-16,Slovenia,SI,TESSy,0
2022-07-16,Spain,ES,TESSy,46
2022-07-16,Sweden,SE,TESSy,0
2022-07-17,Austria,AT,TESSy,0
2022-07-17,Belgium,BE,TESSy,0
2022-07-17,Bulgaria,BG,TESSy,0
2022-07-17,Croatia,HR,TESSy,0
2022-07-17,Cyprus,CY,TESSy,0
2022-07-17,Czechia,CZ,TESSy,0
2022-07-17,Denmark,DK,TESSy,0
2022-07-17,Estonia,EE,TESSy,0
2022-07-17,Finland,FI,TESSy,0
2022-07-17,France,FR,TESSy,5
2022-07-17,Germany,DE,TESSy,5
2022-07-17,Greece,EL,TESSy,0
2022-07-17,Hungary,HU,TESSy,1
2022-07-17,Iceland,IS,TESSy,0
2022-07-17,Ireland,IE,TESSy,0
2022-07-17,Italy,IT,TESSy,0
2022-07-17,Latvia,LV,TESSy,0
2022-07-17,Lithuania,LT,TESSy,0
2022-07-17,Luxembourg,LU,TESSy,0
2022-07-17,Malta,MT,TESSy,0
2022-07-17,Netherlands,NL,TESSy,9
2022-07-17,Norway,NO,TESSy,0
2022-07-17,Poland,PL,TESSy,1
2022-07-17,Portugal,PT,TESSy,8
2022-07-17,Romania,RO,TESSy,0
2022-07-17,Slovakia,SK,TESSy,0
2022-07-17,Slovenia,SI,TESSy,0
2022-07-17,Spain,ES,TESSy,17
2022-07-17,Sweden,SE,TESSy,0
2022-07-18,Austria,AT,TESSy,6
2022-07-18,Belgium,BE,TESSy,11
2022-07-18,Bulgaria,BG,TESSy,0
2022-07-18,Croatia,HR,TESSy,1
2022-07-18,Cyprus,CY,TESSy,0
2022-07-18,Czechia,CZ,TESSy,0
2022-07-18,Denmark,DK,TESSy,3
2022-07-18,Estonia,EE,TESSy,0
2022-07-18,Finland,FI,TESSy,0
2022-07-18,France,FR,TESSy,137
2022-07-18,Germany,DE,TESSy,114
2022-07-18,Greece,EL,TESSy,0
2022-07-18,Hungary,HU,TESSy,1
2022-07-18,Iceland,IS,TESSy,0
2022-07-18,Ireland,IE,TESSy,2
2022-07-18,Italy,IT,TESSy,12
2022-07-18,Latvia,LV,TESSy,0
2022-07-18,Lithuania,LT,TESSy,0
2022-07-18,Luxembourg,LU,TESSy,1
2022-07-18,Malta,MT,TESSy,1
2022-07-18,Netherlands,NL,TESSy,45
2022-07-18,Norway,NO,TESSy,3
2022-07-18,Poland,PL,TESSy,5
2022-07-18,Portugal,PT,TESSy,7
2022-07-18,Romania,RO,TESSy,0
2022-07-18,Slovakia,SK,TESSy,0
2022-07-18,Slovenia,SI,TESSy,2
2022-07-18,Spain,ES,TESSy,157
2022-07-18,Sweden,SE,TESSy,4
2022-07-19,Austria,AT,TESSy,0
2022-07-19,Belgium,BE,TESSy,8
2022-07-19,Bulgaria,BG,TESSy,0
2022-07-19,Croatia,HR,TESSy,0
2022-07-19,Cyprus,CY,TESSy,0
2022-07-19,Czechia,CZ,TESSy,0
2022-07-19,Denmark,DK,TESSy,2
2022-07-19,Estonia,EE,TESSy,2
2022-07-19,Finland,FI,TESSy,0
2022-07-19,France,FR,TESSy,95
2022-07-19,Germany,DE,TESSy,68
2022-07-19,Greece,EL,TESSy,1
2022-07-19,Hungary,HU,TESSy,0
2022-07-19,Iceland,IS,TESSy,0
2022-07-19,Ireland,IE,TESSy,1
2022-07-19,Italy,IT,TESSy,6
2022-07-19,Latvia,LV,TESSy,0
2022-07-19,Lithuania,LT,TESSy,0
2022-07-19,Luxembourg,LU,TESSy,0
2022-07-19,Malta,MT,TESSy,0
2022-07-19,Netherlands,NL,TESSy,33
2022-07-19,Norway,NO,TESSy,3
2022-07-19,Poland,PL,TESSy,3
2022-07-19,Portugal,PT,TESSy,8
2022-07-19,Romania,RO,TESSy,0
2022-07-19,Slovakia,SK,TESSy,0
2022-07-19,Slovenia,SI,TESSy,0
2022-07-19,Spain,ES,TESSy,159
2022-07-19,Sweden,SE,TESSy,2
2022-07-20,Austria,AT,TESSy,1
2022-07-20,Belgium,BE,TESSy,30
2022-07-20,Bulgaria,BG,TESSy,0
2022-07-20,Croatia,HR,TESSy,0
2022-07-20,Cyprus,CY,TESSy,0
2022-07-20,Czechia,CZ,TESSy,0
2022-07-20,Denmark,DK,TESSy,3
2022-07-20,Estonia,EE,TESSy,0
2022-07-20,Finland,FI,TESSy,0
2022-07-20,France,FR,TESSy,92
2022-07-20,Germany,DE,TESSy,70
2022-07-20,Greece,EL,TESSy,1
2022-07-20,Hungary,HU,TESSy,3
2022-07-20,Iceland,IS,TESSy,0
2022-07-20,Ireland,IE,TESSy,8
2022-07-20,Italy,IT,TESSy,12
2022-07-20,Latvia,LV,TESSy,0
2022-07-20,Lithuania,LT,TESSy,0
2022-07-20,Luxembourg,LU,TESSy,4
2022-07-20,Malta,MT,TESSy,2
2022-07-20,Netherlands,NL,TESSy,28
2022-07-20,Norway,NO,TESSy,0
2022-07-20,Poland,PL,TESSy,1
2022-07-20,Portugal,PT,TESSy,8
2022-07-20,Romania,RO,TESSy,0
2022-07-20,Slovakia,SK,TESSy,1
2022-07-20,Slovenia,SI,TESSy,1
2022-07-20,Spain,ES,TESSy,142
2022-07-20,Sweden,SE,TESSy,4
2022-07-21,Austria,AT,TESSy,6
2022-07-21,Belgium,BE,TESSy,9
2022-07-21,Bulgaria,BG,TESSy,0
2022-07-21,Croatia,HR,TESSy,0
2022-07-21,Cyprus,CY,TESSy,0
2022-07-21,Czechia,CZ,TESSy,0
2022-07-21,Denmark,DK,TESSy,2
2022-07-21,Estonia,EE,TESSy,1
2022-07-21,Finland,FI,TESSy,0
2022-07-21,France,FR,TESSy,52
2022-07-21,Germany,DE,TESSy,64
2022-07-21,Greece,EL,TESSy,0
2022-07-21,Hungary,HU,TESSy,1
2022-07-21,Iceland,IS,TESSy,0
2022-07-21,Ireland,IE,TESSy,2
2022-07-21,Italy,IT,TESSy,13
2022-07-21,Latvia,LV,TESSy,0
2022-07-21,Lithuania,LT,TESSy,0
2022-07-21,Luxembourg,LU,TESSy,1
2022-07-21,Malta,MT,TESSy,0
2022-07-21,Netherlands,NL,TESSy,27
2022-07-21,Norway,NO,TESSy,0
2022-07-21,Poland,PL,TESSy,4
2022-07-21,Portugal,PT,TESSy,7
2022-07-21,Romania,RO,TESSy,0
2022-07-21,Slovakia,SK,TESSy,0
2022-07-21,Slovenia,SI,TESSy,0
2022-07-21,Spain,ES,TESSy,137
2022-07-21,Sweden,SE,TESSy,2
2022-07-22,Austria,AT,TESSy,8
2022-07-22,Belgium,BE,TESSy,3
2022-07-22,Bulgaria,BG,TESSy,1
2022-07-22,Croatia,HR,TESSy,2
2022-07-22,Cyprus,CY,TESSy,0
2022-07-22,Czechia,CZ,TESSy,2
2022-07-22,Denmark,DK,TESSy,5
2022-07-22,Estonia,EE,TESSy,0
2022-07-22,Finland,FI,TESSy,0
2022-07-22,France,FR,TESSy,106
2022-07-22,Germany,DE,TESSy,55
2022-07-22,Greece,EL,TESSy,7
2022-07-22,Hungary,HU,TESSy,1
2022-07-22,Iceland,IS,TESSy,0
2022-07-22,Ireland,IE,TESSy,2
2022-07-22,Italy,IT,TESSy,14
2022-07-22,Latvia,LV,TESSy,0
2022-07-22,Lithuania,LT,TESSy,0
2022-07-22,Luxembourg,LU,TESSy,1
2022-07-22,Malta,MT,TESSy,1
2022-07-22,Netherlands,NL,TESSy,18
2022-07-22,Norway,NO,TESSy,0
2022-07-22,Poland,PL,TESSy,2
2022-07-22,Portugal,PT,TESSy,7
2022-07-22,Romania,RO,TESSy,1
2022-07-22,Slovakia,SK,TESSy,0
2022-07-22,Slovenia,SI,TESSy,2
2022-07-22,Spain,ES,TESSy,178
2022-07-22,Sweden,SE,TESSy,1
2022-07-23,Austria,AT,TESSy,0
2022-07-23,Belgium,BE,TESSy,1
2022-07-23,Bulgaria,BG,TESSy,0
2022-07-23,Croatia,HR,TESSy,0
2022-07-23,Cyprus,CY,TESSy,0
2022-07-23,Czechia,CZ,TESSy,0
2022-07-23,Denmark,DK,TESSy,1
2022-07-23,Estonia,EE,TESSy,0
2022-07-23,Finland,FI,TESSy,0
2022-07-23,France,FR,TESSy,5
2022-07-23,Germany,DE,TESSy,9
2022-07-23,Greece,EL,TESSy,1
2022-07-23,Hungary,HU,TESSy,0
2022-07-23,Iceland,IS,TESSy,0
2022-07-23,Ireland,IE,TESSy,0
2022-07-23,Italy,IT,TESSy,3
2022-07-23,Latvia,LV,TESSy,0
2022-07-23,Lithuania,LT,TESSy,0
2022-07-23,Luxembourg,LU,TESSy,0
2022-07-23,Malta,MT,TESSy,0
2022-07-23,Netherlands,NL,TESSy,8
2022-07-23,Norway,NO,TESSy,0
2022-07-23,Poland,PL,TESSy,1
2022-07-23,Portugal,PT,TESSy,6
2022-07-23,Romania,RO,TESSy,0
2022-07-23,Slovakia,SK,TESSy,0
2022-07-23,Slovenia,SI,TESSy,3
2022-07-23,Spain,ES,TESSy,29
2022-07-23,Sweden,SE,TESSy,0
2022-07-24,Austria,AT,TESSy,0
2022-07-24,Belgium,BE,TESSy,0
2022-07-24,Bulgaria,BG,TESSy,0
2022-07-24,Croatia,HR,TESSy,0
2022-07-24,Cyprus,CY,TESSy,0
2022-07-24,Czechia,CZ,TESSy,0
2022-07-24,Denmark,DK,TESSy,2
2022-07-24,Estonia,EE,TESSy,0
