origin,destination,lon_origin,lat_origin,lon_destination,lat_destination,name_origin,name_destination,cases_origin,cases_destination,flow value,index_right,pop_est,continent,name,iso_a3,gdp_md_est
1159115151,1159118157,125.69045681299836,43.99301147957697,130.4562047044068,46.843015022337944,Changchun Longjia Int'l,Jiamusi Dongjiao,88,51,24,139,1397715000.0,Asia,China,CHN,14342903
1159115179,1159118157,-80.03693374382624,32.884530156296464,130.4562047044068,46.843015022337944,Charleston Int'l,Jiamusi Dongjiao,59,51,3,139,1397715000.0,Asia,China,CHN,14342903
1159115195,1159118157,77.03889377226204,11.030141512598268,130.4562047044068,46.843015022337944,Coimbatore,Jiamusi Dongjiao,73,51,91,139,1397715000.0,Asia,China,CHN,14342903
1159115215,1159118157,23.68698126804856,46.78266263402428,130.4562047044068,46.843015022337944,Someseni,Jiamusi Dongjiao,70,51,34,139,1397715000.0,Asia,China,CHN,14342903
1159115239,1159118157,-77.84510399351666,21.424703728196057,130.4562047044068,46.843015022337944,Ignacio Agramonte,Jiamusi Dongjiao,53,51,92,139,1397715000.0,Asia,China,CHN,14342903
1159115255,1159118157,-106.46444480969178,42.89719004830057,130.4562047044068,46.843015022337944,Casper/Natrona County Int'l,Jiamusi Dongjiao,54,51,13,139,1397715000.0,Asia,China,CHN,14342903
1159115281,1159118157,120.55077022391397,15.187642242388833,130.4562047044068,46.843015022337944,Clark Int'l,Jiamusi Dongjiao,35,51,57,139,1397715000.0,Asia,China,CHN,14342903
1159115293,1159118157,-81.5964164667526,38.37059143728646,130.4562047044068,46.843015022337944,Yeager,Jiamusi Dongjiao,37,51,90,139,1397715000.0,Asia,China,CHN,14342903
1159115313,1159118157,15.067460500705343,37.470072800341015,130.4562047044068,46.843015022337944,Catania Fontanarossa,Jiamusi Dongjiao,20,51,90,139,1397715000.0,Asia,China,CHN,14342903
1159115333,1159118157,-88.3242600415365,18.506434233376005,130.4562047044068,46.843015022337944,Chetumal Int'l,Jiamusi Dongjiao,37,51,40,139,1397715000.0,Asia,China,CHN,14342903
1159115353,1159118157,-3.339568764291176,51.39862209110174,130.4562047044068,46.843015022337944,Cardiff,Jiamusi Dongjiao,83,51,27,139,1397715000.0,Asia,China,CHN,14342903
1159115383,1159118157,-79.87946163800297,19.68986539628435,130.4562047044068,46.843015022337944,Gerrard Smith,Jiamusi Dongjiao,11,51,61,139,1397715000.0,Asia,China,CHN,14342903
1159115401,1159118157,-86.93040640704362,20.51155437716472,130.4562047044068,46.843015022337944,Cozumel Int'l,Jiamusi Dongjiao,68,51,40,139,1397715000.0,Asia,China,CHN,14342903
1159115417,1159118157,-84.22045942381024,39.8990402865362,130.4562047044068,46.843015022337944,James M. Cox Dayton Int'l,Jiamusi Dongjiao,13,51,1,139,1397715000.0,Asia,China,CHN,14342903
1159115439,1159118157,148.569717,-32.218681,130.4562047044068,46.843015022337944,Dubbo,Jiamusi Dongjiao,94,51,23,139,1397715000.0,Asia,China,CHN,14342903
1159115459,1159118157,-77.04333739256312,38.853716201212265,130.4562047044068,46.843015022337944,Washington Nat'l,Jiamusi Dongjiao,35,51,44,139,1397715000.0,Asia,China,CHN,14342903
1159115479,1159118157,-104.53384602496385,24.12619483261825,130.4562047044068,46.843015022337944,Durango Int'l,Jiamusi Dongjiao,93,51,88,139,1397715000.0,Asia,China,CHN,14342903
1159115501,1159118157,35.09390602249747,48.36757180211169,130.4562047044068,46.843015022337944,Voloskoye,Jiamusi Dongjiao,53,51,85,139,1397715000.0,Asia,China,CHN,14342903
1159115513,1159118157,37.744808557210334,48.06916712855819,130.4562047044068,46.843015022337944,Donetsk,Jiamusi Dongjiao,76,51,40,139,1397715000.0,Asia,China,CHN,14342903
1159115539,1159118157,-56.49926362137442,-33.35910844755007,130.4562047044068,46.843015022337944,Santa Bernardina Int'l,Jiamusi Dongjiao,7,51,60,139,1397715000.0,Asia,China,CHN,14342903
1159115559,1159118157,-3.3642846851355452,55.9485540113639,130.4562047044068,46.843015022337944,Edinburgh Int'l,Jiamusi Dongjiao,7,51,30,139,1397715000.0,Asia,China,CHN,14342903
1159115573,1159118157,-64.53715143657945,18.444361855798306,130.4562047044068,46.843015022337944,Terrance B. Lettsome Int'l,Jiamusi Dongjiao,88,51,52,139,1397715000.0,Asia,China,CHN,14342903
1159115593,1159118157,-115.78647923224912,40.82760588152249,130.4562047044068,46.843015022337944,Elko Reg.,Jiamusi Dongjiao,84,51,78,139,1397715000.0,Asia,China,CHN,14342903
1159115613,1159118157,-116.59572440041782,31.797713976056865,130.4562047044068,46.843015022337944,Ensenada,Jiamusi Dongjiao,49,51,80,139,1397715000.0,Asia,China,CHN,14342903
1159115633,1159118157,-7.2708,62.0625,130.4562047044068,46.843015022337944,Vágar,Jiamusi Dongjiao,94,51,14,139,1397715000.0,Asia,China,CHN,14342903
1159115653,1159118157,-96.8254561269675,46.919817881132275,130.4562047044068,46.843015022337944,Hector Int'l,Jiamusi Dongjiao,55,51,59,139,1397715000.0,Asia,China,CHN,14342903
1159115671,1159118157,-119.72000132357581,36.76981283739594,130.4562047044068,46.843015022337944,Fresno Yosemite Int'l,Jiamusi Dongjiao,89,51,96,139,1397715000.0,Asia,China,CHN,14342903
1159115693,1159118157,-111.6746561716751,35.13891167579759,130.4562047044068,46.843015022337944,Flagstaff Pulliam,Jiamusi Dongjiao,51,51,8,139,1397715000.0,Asia,China,CHN,14342903
1159115711,1159118157,-89.87784042265082,16.914974164222567,130.4562047044068,46.843015022337944,Mundo Maya Int'l,Jiamusi Dongjiao,84,51,27,139,1397715000.0,Asia,China,CHN,14342903
1159115731,1159118157,-96.73138310175408,43.58019349727632,130.4562047044068,46.843015022337944,Sioux Falls Reg.,Jiamusi Dongjiao,48,51,47,139,1397715000.0,Asia,China,CHN,14342903
1159115761,1159118157,-117.53683662858516,47.62547812783678,130.4562047044068,46.843015022337944,Spokane Int'l,Jiamusi Dongjiao,7,51,28,139,1397715000.0,Asia,China,CHN,14342903
1159115775,1159118157,-75.87261308530395,23.56388290692585,130.4562047044068,46.843015022337944,Exuma Int'l,Jiamusi Dongjiao,58,51,50,139,1397715000.0,Asia,China,CHN,14342903
1159115799,1159118157,-5.346771800333878,36.15127475041734,130.4562047044068,46.843015022337944,Gibraltar,Jiamusi Dongjiao,37,51,7,139,1397715000.0,Asia,China,CHN,14342903
1159115827,1159118157,-85.52957320727401,42.88477760209079,130.4562047044068,46.843015022337944,Gerald R. Ford Int'l,Jiamusi Dongjiao,45,51,95,139,1397715000.0,Asia,China,CHN,14342903
1159115847,1159118157,-79.93648675774836,36.105378199893245,130.4562047044068,46.843015022337944,Triad Int'l,Jiamusi Dongjiao,26,51,6,139,1397715000.0,Asia,China,CHN,14342903
1159115875,1159118157,-111.35668472784,47.482270729263035,130.4562047044068,46.843015022337944,Great Falls Int'l,Jiamusi Dongjiao,81,51,8,139,1397715000.0,Asia,China,CHN,14342903
1159115899,1159118157,37.473803252189995,36.945363344687536,130.4562047044068,46.843015022337944,Gaziantep Oğuzeli Int'l,Jiamusi Dongjiao,17,51,45,139,1397715000.0,Asia,China,CHN,14342903
1159115911,1159118157,75.08631556802813,15.359183338622918,130.4562047044068,46.843015022337944,Hubli,Jiamusi Dongjiao,14,51,20,139,1397715000.0,Asia,China,CHN,14342903
1159115937,1159118157,100.39375127467132,6.93634231940664,130.4562047044068,46.843015022337944,Hat Yai Int'l,Jiamusi Dongjiao,17,51,16,139,1397715000.0,Asia,China,CHN,14342903
1159115965,1159118157,117.30419701588772,31.77985767957784,130.4562047044068,46.843015022337944,Hefei-Luogang,Jiamusi Dongjiao,68,51,52,139,1397715000.0,Asia,China,CHN,14342903
1159115975,1159118157,33.807160641411784,27.18042609181859,130.4562047044068,46.843015022337944,Hurghada Int'l,Jiamusi Dongjiao,86,51,67,139,1397715000.0,Asia,China,CHN,14342903
1159115997,1159118157,36.28220107735029,49.92153606315507,130.4562047044068,46.843015022337944,Kharkov Int'l,Jiamusi Dongjiao,5,51,15,139,1397715000.0,Asia,China,CHN,14342903
1159116015,1159118157,-86.77494305633734,34.648334460931935,130.4562047044068,46.843015022337944,Huntsville Int'l,Jiamusi Dongjiao,96,51,43,139,1397715000.0,Asia,China,CHN,14342903
1159116035,1159118157,3.973813343322902,7.360343972693927,130.4562047044068,46.843015022337944,Ibadan,Jiamusi Dongjiao,71,51,60,139,1397715000.0,Asia,China,CHN,14342903
1159116067,1159118157,-97.4287387683976,37.6529279603903,130.4562047044068,46.843015022337944,Kansas City Int'l,Jiamusi Dongjiao,36,51,30,139,1397715000.0,Asia,China,CHN,14342903
1159116087,1159118157,-77.91037565604692,34.266784067199566,130.4562047044068,46.843015022337944,Wilmington Int'l,Jiamusi Dongjiao,23,51,7,139,1397715000.0,Asia,China,CHN,14342903
1159116105,1159118157,4.494840388199345,8.435376519352406,130.4562047044068,46.843015022337944,Ilorin Int'l,Jiamusi Dongjiao,59,51,51,139,1397715000.0,Asia,China,CHN,14342903
1159116121,1159118157,-93.39800275527939,48.56599308484143,130.4562047044068,46.843015022337944,Falls Int'l,Jiamusi Dongjiao,66,51,70,139,1397715000.0,Asia,China,CHN,14342903
1159116141,1159118157,-4.063591755871405,57.53950029234238,130.4562047044068,46.843015022337944,Inverness,Jiamusi Dongjiao,94,51,51,139,1397715000.0,Asia,China,CHN,14342903
1159116157,1159118157,-115.57199556657955,32.8339586685524,130.4562047044068,46.843015022337944,Imperial Cty.,Jiamusi Dongjiao,31,51,38,139,1397715000.0,Asia,China,CHN,14342903
1159116179,1159118157,74.8423077638915,32.68104288862249,130.4562047044068,46.843015022337944,Jammu,Jiamusi Dongjiao,55,51,2,139,1397715000.0,Asia,China,CHN,14342903
1159116199,1159118157,78.09113949371941,9.837186278775658,130.4562047044068,46.843015022337944,Madurai,Jiamusi Dongjiao,12,51,32,139,1397715000.0,Asia,China,CHN,14342903
1159116221,1159118157,73.05054918956712,26.26376234583514,130.4562047044068,46.843015022337944,Jodhpur,Jiamusi Dongjiao,95,51,82,139,1397715000.0,Asia,China,CHN,14342903
1159116243,1159118157,80.0587438885277,23.1845328746465,130.4562047044068,46.843015022337944,Jabalpur,Jiamusi Dongjiao,12,51,51,139,1397715000.0,Asia,China,CHN,14342903
1159116261,1159118157,37.06518960677478,-3.4244449599817792,130.4562047044068,46.843015022337944,Kilimanjaro Int'l,Jiamusi Dongjiao,43,51,94,139,1397715000.0,Asia,China,CHN,14342903
1159116287,1159118157,7.3252534740743425,10.694619286239067,130.4562047044068,46.843015022337944,Kaduna,Jiamusi Dongjiao,98,51,55,139,1397715000.0,Asia,China,CHN,14342903
1159116305,1159118157,22.47833324826895,-5.9001665622704085,130.4562047044068,46.843015022337944,Kananga,Jiamusi Dongjiao,66,51,83,139,1397715000.0,Asia,China,CHN,14342903
1159116323,1159118157,-1.5925752658236147,6.714606387503645,130.4562047044068,46.843015022337944,Kumasi,Jiamusi Dongjiao,42,51,38,139,1397715000.0,Asia,China,CHN,14342903
1159116349,1159118157,-71.4806025354969,-32.94839176513599,130.4562047044068,46.843015022337944,Viña del Mar,Jiamusi Dongjiao,72,51,37,139,1397715000.0,Asia,China,CHN,14342903
1159116365,1159118157,80.41447036924616,26.40416824402508,130.4562047044068,46.843015022337944,Kanpur,Jiamusi Dongjiao,93,51,68,139,1397715000.0,Asia,China,CHN,14342903
1159116385,1159118157,-156.04088947105768,19.737099139944235,130.4562047044068,46.843015022337944,Kona Int'l at Keahole,Jiamusi Dongjiao,37,51,76,139,1397715000.0,Asia,China,CHN,14342903
1159116405,1159118157,-2.9013784952450767,58.95442887883035,130.4562047044068,46.843015022337944,Kirkwall,Jiamusi Dongjiao,63,51,65,139,1397715000.0,Asia,China,CHN,14342903
1159116425,1159118157,75.85049779445515,25.16341871667427,130.4562047044068,46.843015022337944,Kota,Jiamusi Dongjiao,68,51,81,139,1397715000.0,Asia,China,CHN,14342903
1159116445,1159118157,32.575673266968714,37.98399455316949,130.4562047044068,46.843015022337944,Konya,Jiamusi Dongjiao,38,51,49,139,1397715000.0,Asia,China,CHN,14342903
1159116465,1159118157,-84.59826819187857,38.03742731813716,130.4562047044068,46.843015022337944,Blue Grass,Jiamusi Dongjiao,60,51,81,139,1397715000.0,Asia,China,CHN,14342903
1159116477,1159118157,-159.34908429052206,21.978124316208824,130.4562047044068,46.843015022337944,Lihue,Jiamusi Dongjiao,78,51,6,139,1397715000.0,Asia,China,CHN,14342903
1159116503,1159118157,-92.22058813192886,34.728430041517875,130.4562047044068,46.843015022337944,Clinton National,Jiamusi Dongjiao,88,51,59,139,1397715000.0,Asia,China,CHN,14342903
1159116513,1159118157,-109.08269464526103,25.68850882609902,130.4562047044068,46.843015022337944,Los Mochis,Jiamusi Dongjiao,34,51,49,139,1397715000.0,Asia,China,CHN,14342903
1159116531,1159118157,-101.46496003175058,26.955392716069884,130.4562047044068,46.843015022337944,Venustiano Carranza Int'l,Jiamusi Dongjiao,15,51,68,139,1397715000.0,Asia,China,CHN,14342903
1159116549,1159118157,-99.45566039765133,27.54366571758247,130.4562047044068,46.843015022337944,Laredo Int'l,Jiamusi Dongjiao,96,51,99,139,1397715000.0,Asia,China,CHN,14342903
1159116567,1159118157,-1.2880606883875354,59.87668995989993,130.4562047044068,46.843015022337944,Sumburgh,Jiamusi Dongjiao,15,51,41,139,1397715000.0,Asia,China,CHN,14342903
1159116587,1159118157,35.944240709666296,35.407311459674354,130.4562047044068,46.843015022337944,Bassel Al-Assad Int'l,Jiamusi Dongjiao,56,51,5,139,1397715000.0,Asia,China,CHN,14342903
1159116605,1159118157,-0.3762272673974393,51.8802952570969,130.4562047044068,46.843015022337944,London Luton,Jiamusi Dongjiao,81,51,61,139,1397715000.0,Asia,China,CHN,14342903
1159116623,1159118157,15.495229,78.246717,130.4562047044068,46.843015022337944,Svalbard Longyear,Jiamusi Dongjiao,26,51,24,139,1397715000.0,Asia,China,CHN,14342903
1159116641,1159118157,-77.91839076357516,18.501154929824885,130.4562047044068,46.843015022337944,Sangster Int'l,Jiamusi Dongjiao,36,51,90,139,1397715000.0,Asia,China,CHN,14342903
1159116657,1159118157,95.97065359502169,21.705549068027405,130.4562047044068,46.843015022337944,Mandalay Int'l,Jiamusi Dongjiao,8,51,13,139,1397715000.0,Asia,China,CHN,14342903
1159116663,1159118157,-87.74212668856121,41.78834925974092,130.4562047044068,46.843015022337944,Chicago Midway Int'l,Jiamusi Dongjiao,10,51,29,139,1397715000.0,Asia,China,CHN,14342903
1159116681,1159118157,-80.68338459957742,-0.9495570021128831,130.4562047044068,46.843015022337944,Eloy Alfaro Int'l,Jiamusi Dongjiao,69,51,73,139,1397715000.0,Asia,China,CHN,14342903
1159116701,1159118157,-86.39030746026862,32.304587990963064,130.4562047044068,46.843015022337944,Montgomery Reg.,Jiamusi Dongjiao,21,51,37,139,1397715000.0,Asia,China,CHN,14342903
1159116733,1159118157,-71.43752390918567,42.92791399458855,130.4562047044068,46.843015022337944,Manchester-Boston Reg.,Jiamusi Dongjiao,18,51,95,139,1397715000.0,Asia,China,CHN,14342903
1159116745,1159118157,13.085139016247085,11.853471318852687,130.4562047044068,46.843015022337944,Maiduguri Int'l,Jiamusi Dongjiao,22,51,70,139,1397715000.0,Asia,China,CHN,14342903
1159116757,1159118157,23.572109198905228,-6.1248454134881145,130.4562047044068,46.843015022337944,Mbuji Mayi,Jiamusi Dongjiao,10,51,16,139,1397715000.0,Asia,China,CHN,14342903
1159116781,1159118157,-101.29138553129988,48.25560492128391,130.4562047044068,46.843015022337944,Minot Int'l,Jiamusi Dongjiao,4,51,97,139,1397715000.0,Asia,China,CHN,14342903
1159116793,1159118157,-114.08369492365063,46.91876047688307,130.4562047044068,46.843015022337944,Missoula Int'l,Jiamusi Dongjiao,54,51,83,139,1397715000.0,Asia,China,CHN,14342903
1159116811,1159118157,-115.24787404784124,32.628564332460684,130.4562047044068,46.843015022337944,Gen R.S. Taboada Int'l,Jiamusi Dongjiao,19,51,10,139,1397715000.0,Asia,China,CHN,14342903
1159116827,1159118157,8.712959535024368,45.62744051403809,130.4562047044068,46.843015022337944,Malpensa,Jiamusi Dongjiao,31,51,99,139,1397715000.0,Asia,China,CHN,14342903
1159116847,1159118157,167.94339411620473,-29.035159255527493,130.4562047044068,46.843015022337944,Norfolk Island,Jiamusi Dongjiao,74,51,18,139,1397715000.0,Asia,China,CHN,14342903
1159116865,1159118157,11.077417973909556,49.49450521703445,130.4562047044068,46.843015022337944,Nurnberg,Jiamusi Dongjiao,19,51,99,139,1397715000.0,Asia,China,CHN,14342903
1159116875,1159118157,30.676830831020588,46.44062687591064,130.4562047044068,46.843015022337944,Odessa Int'l,Jiamusi Dongjiao,10,51,71,139,1397715000.0,Asia,China,CHN,14342903
1159116895,1159118157,153.5128762643033,-28.166516854020163,130.4562047044068,46.843015022337944,Gold Coast,Jiamusi Dongjiao,32,51,33,139,1397715000.0,Asia,China,CHN,14342903
1159116913,1159118157,-0.6067969644311196,35.62027473127345,130.4562047044068,46.843015022337944,Oran Es Senia,Jiamusi Dongjiao,20,51,49,139,1397715000.0,Asia,China,CHN,14342903
1159116937,1159118157,85.09090213146632,25.594443429560453,130.4562047044068,46.843015022337944,Lok Nayak Jaiprakash,Jiamusi Dongjiao,59,51,14,139,1397715000.0,Asia,China,CHN,14342903
1159116951,1159118157,-58.0685346825257,-32.36145452927226,130.4562047044068,46.843015022337944,Paysandu,Jiamusi Dongjiao,13,51,35,139,1397715000.0,Asia,China,CHN,14342903
1159116971,1159118157,32.483232206492644,34.71340128173351,130.4562047044068,46.843015022337944,Paphos Int'l,Jiamusi Dongjiao,1,51,40,139,1397715000.0,Asia,China,CHN,14342903
1159116979,1159118157,104.69912832676162,-2.899993450059967,130.4562047044068,46.843015022337944,Sultan Mahmud Badaruddin II,Jiamusi Dongjiao,34,51,84,139,1397715000.0,Asia,China,CHN,14342903
1159117007,1159118157,29.45334036456435,-23.858986270165953,130.4562047044068,46.843015022337944,Polokwane Int'l,Jiamusi Dongjiao,32,51,68,139,1397715000.0,Asia,China,CHN,14342903
1159117025,1159118157,-68.3632351074649,18.56303903398704,130.4562047044068,46.843015022337944,Punta Cana,Jiamusi Dongjiao,97,51,96,139,1397715000.0,Asia,China,CHN,14342903
1159117049,1159118157,-100.18735943002979,20.62246607127796,130.4562047044068,46.843015022337944,Queretaro Int'l,Jiamusi Dongjiao,18,51,15,139,1397715000.0,Asia,China,CHN,14342903
1159117053,1159118157,70.7799548311565,22.309281698836052,130.4562047044068,46.843015022337944,Rajkot,Jiamusi Dongjiao,17,51,46,139,1397715000.0,Asia,China,CHN,14342903
1159117071,1159118157,-77.33311963811302,37.50828997509012,130.4562047044068,46.843015022337944,Richmond Int'l,Jiamusi Dongjiao,9,51,63,139,1397715000.0,Asia,China,CHN,14342903
1159117089,1159118157,88.61380457044305,24.44480686230351,130.4562047044068,46.843015022337944,Shah Makhdum,Jiamusi Dongjiao,83,51,2,139,1397715000.0,Asia,China,CHN,14342903
1159117107,1159118157,-77.66524450621966,43.127551982648235,130.4562047044068,46.843015022337944,Greater Rochester Int'l,Jiamusi Dongjiao,36,51,49,139,1397715000.0,Asia,China,CHN,14342903
1159117127,1159118157,150.478897,-23.378599,130.4562047044068,46.843015022337944,Rockhampton,Jiamusi Dongjiao,48,51,56,139,1397715000.0,Asia,China,CHN,14342903
1159117147,1159118157,39.80351444453908,47.255111951975394,130.4562047044068,46.843015022337944,Rostov-on-Don,Jiamusi Dongjiao,53,51,51,139,1397715000.0,Asia,China,CHN,14342903
1159117175,1159118157,46.03502324989101,51.560645650884204,130.4562047044068,46.843015022337944,Saratov,Jiamusi Dongjiao,44,51,4,139,1397715000.0,Asia,China,CHN,14342903
1159117187,1159118157,-87.92723651254093,15.455863052488276,130.4562047044068,46.843015022337944,Ramón Villeda Morales Int'l,Jiamusi Dongjiao,98,51,89,139,1397715000.0,Asia,China,CHN,14342903
1159117215,1159118157,-119.83660158079981,34.42573129787832,130.4562047044068,46.843015022337944,Santa Barbara Muni.,Jiamusi Dongjiao,58,51,6,139,1397715000.0,Asia,China,CHN,14342903
1159117221,1159118157,-148.457855,70.19751,130.4562047044068,46.843015022337944,Deadhorse,Jiamusi Dongjiao,71,51,60,139,1397715000.0,Asia,China,CHN,14342903
1159117249,1159118157,-50.694199,67.018097,130.4562047044068,46.843015022337944,Kangerlussuaq,Jiamusi Dongjiao,29,51,65,139,1397715000.0,Asia,China,CHN,14342903
1159117257,1159118157,-93.3826379012003,37.24214449030243,130.4562047044068,46.843015022337944,Springfield Reg.,Jiamusi Dongjiao,59,51,10,139,1397715000.0,Asia,China,CHN,14342903
1159117279,1159118157,-93.82852222295027,32.45457988665127,130.4562047044068,46.843015022337944,Shreveport Reg.,Jiamusi Dongjiao,3,51,31,139,1397715000.0,Asia,China,CHN,14342903
1159117305,1159118157,33.99605292445367,45.020217397816495,130.4562047044068,46.843015022337944,Simferopol Int'l,Jiamusi Dongjiao,80,51,49,139,1397715000.0,Asia,China,CHN,14342903
1159117325,1159118157,-135.365692,57.05349,130.4562047044068,46.843015022337944,Sitka Rocky Gutierrez,Jiamusi Dongjiao,1,51,42,139,1397715000.0,Asia,China,CHN,14342903
1159117339,1159118157,-109.71785838690921,23.162657448359653,130.4562047044068,46.843015022337944,Los Cabos Int'l,Jiamusi Dongjiao,67,51,79,139,1397715000.0,Asia,China,CHN,14342903
1159117357,1159118157,-123.00787147940393,44.91051384521425,130.4562047044068,46.843015022337944,McNary Field,Jiamusi Dongjiao,66,51,17,139,1397715000.0,Asia,China,CHN,14342903
1159117385,1159118157,-100.93226054858748,25.54799764199738,130.4562047044068,46.843015022337944,Plan de Guadalupe,Jiamusi Dongjiao,71,51,94,139,1397715000.0,Asia,China,CHN,14342903
1159117403,1159118157,-8.922428855576857,52.693453710253166,130.4562047044068,46.843015022337944,Shannon,Jiamusi Dongjiao,72,51,92,139,1397715000.0,Asia,China,CHN,14342903
1159117423,1159118157,167.22089491937467,-15.505538737085832,130.4562047044068,46.843015022337944,Santo Pekoa Int'l,Jiamusi Dongjiao,34,51,98,139,1397715000.0,Asia,China,CHN,14342903
1159117439,1159118157,110.37855625566573,-6.978734849569817,130.4562047044068,46.843015022337944,Achmad Yani,Jiamusi Dongjiao,72,51,92,139,1397715000.0,Asia,China,CHN,14342903
1159117453,1159118157,74.78262436723114,33.98309094316232,130.4562047044068,46.843015022337944,Srinagar,Jiamusi Dongjiao,41,51,83,139,1397715000.0,Asia,China,CHN,14342903
1159117469,1159118157,-92.370003,14.791128133877267,130.4562047044068,46.843015022337944,Tapachula Int'l,Jiamusi Dongjiao,70,51,86,139,1397715000.0,Asia,China,CHN,14342903
1159117487,1159118157,19.246686861887266,42.367933519542824,130.4562047044068,46.843015022337944,Podgorica,Jiamusi Dongjiao,92,51,7,139,1397715000.0,Asia,China,CHN,14342903
1159117513,1159118157,-84.34499539848576,30.395557617693783,130.4562047044068,46.843015022337944,Tallahassee Reg.,Jiamusi Dongjiao,93,51,82,139,1397715000.0,Asia,China,CHN,14342903
1159117525,1159118157,7.644162303621328,45.19166007346417,130.4562047044068,46.843015022337944,Turin Int'l,Jiamusi Dongjiao,70,51,57,139,1397715000.0,Asia,China,CHN,14342903
1159117549,1159118157,112.62589153931525,37.754511779151215,130.4562047044068,46.843015022337944,Taiyuan Wusu Int'l,Jiamusi Dongjiao,22,51,51,139,1397715000.0,Asia,China,CHN,14342903
1159117575,1159118157,-45.41640089231083,61.16259683373283,130.4562047044068,46.843015022337944,Narsarsuaq,Jiamusi Dongjiao,79,51,23,139,1397715000.0,Asia,China,CHN,14342903
1159117593,1159118157,101.00020929048034,12.685293091266386,130.4562047044068,46.843015022337944,U-Tapao,Jiamusi Dongjiao,23,51,12,139,1397715000.0,Asia,China,CHN,14342903
1159117607,1159118157,25.846767720882564,-18.099015598368197,130.4562047044068,46.843015022337944,Victoria Falls,Jiamusi Dongjiao,18,51,1,139,1397715000.0,Asia,China,CHN,14342903
1159117621,1159118157,80.7973080000675,16.528642778235014,130.4562047044068,46.843015022337944,Vijaywada,Jiamusi Dongjiao,48,51,2,139,1397715000.0,Asia,China,CHN,14342903
1159117647,1159118157,82.85387419135274,25.449907732982243,130.4562047044068,46.843015022337944,Varanasi,Jiamusi Dongjiao,26,51,34,139,1397715000.0,Asia,China,CHN,14342903
1159117667,1159118157,-81.43671038506231,23.039542233963147,130.4562047044068,46.843015022337944,Juan Gualberto Gomez,Jiamusi Dongjiao,69,51,93,139,1397715000.0,Asia,China,CHN,14342903
1159117675,1159118157,-92.81906758362618,17.993066011311075,130.4562047044068,46.843015022337944,Villahermosa,Jiamusi Dongjiao,91,51,2,139,1397715000.0,Asia,China,CHN,14342903
1159117705,1159118157,-99.94589590024634,49.904727941027694,130.4562047044068,46.843015022337944,Brandon,Jiamusi Dongjiao,60,51,34,139,1397715000.0,Asia,China,CHN,14342903
1159117725,1159118157,-113.47883905449686,53.67491566186677,130.4562047044068,46.843015022337944,CFB Edmonton,Jiamusi Dongjiao,68,51,49,139,1397715000.0,Asia,China,CHN,14342903
1159117737,1159118157,-68.53672924418116,63.751152353780704,130.4562047044068,46.843015022337944,Iqaluit,Jiamusi Dongjiao,93,51,20,139,1397715000.0,Asia,China,CHN,14342903
1159117751,1159118157,-79.92642309599673,43.16336053050961,130.4562047044068,46.843015022337944,John C. Munro Hamilton Int'l,Jiamusi Dongjiao,53,51,62,139,1397715000.0,Asia,China,CHN,14342903
1159117769,1159118157,-111.22384004661691,56.65631713909619,130.4562047044068,46.843015022337944,Fort McMurray,Jiamusi Dongjiao,92,51,81,139,1397715000.0,Asia,China,CHN,14342903
1159117787,1159118157,121.37204741777312,37.407704472692394,130.4562047044068,46.843015022337944,Yantai,Jiamusi Dongjiao,10,51,34,139,1397715000.0,Asia,China,CHN,14342903
1159117801,1159118157,-117.4436632080815,56.231924036744985,130.4562047044068,46.843015022337944,Peace River,Jiamusi Dongjiao,16,51,91,139,1397715000.0,Asia,China,CHN,14342903
1159117815,1159118157,-64.68866968073613,46.11620596392595,130.4562047044068,46.843015022337944,Greater Moncton Int'l,Jiamusi Dongjiao,59,51,7,139,1397715000.0,Asia,China,CHN,14342903
1159117831,1159118157,-60.04693721170264,46.16734058905036,130.4562047044068,46.843015022337944,Sydney/J.A. Douglas McCurdy,Jiamusi Dongjiao,35,51,39,139,1397715000.0,Asia,China,CHN,14342903
1159117851,1159118157,-94.97080232440061,74.71818609875942,130.4562047044068,46.843015022337944,Resolute Bay,Jiamusi Dongjiao,60,51,34,139,1397715000.0,Asia,China,CHN,14342903
1159117869,1159118157,-111.96105993815773,60.01987496024426,130.4562047044068,46.843015022337944,Fort Smith,Jiamusi Dongjiao,41,51,44,139,1397715000.0,Asia,China,CHN,14342903
1159117885,1159118157,-97.860733,55.797482,130.4562047044068,46.843015022337944,Thompson,Jiamusi Dongjiao,60,51,31,139,1397715000.0,Asia,China,CHN,14342903
1159117903,1159118157,-81.372047,48.566158,130.4562047044068,46.843015022337944,Timmins,Jiamusi Dongjiao,13,51,67,139,1397715000.0,Asia,China,CHN,14342903
1159117931,1159118157,-86.25,66.533302,130.4562047044068,46.843015022337944,Repulse Bay,Jiamusi Dongjiao,55,51,72,139,1397715000.0,Asia,China,CHN,14342903
1159117945,1159118157,-68.433342,58.101959,130.4562047044068,46.843015022337944,Kuujjuaq,Jiamusi Dongjiao,45,51,94,139,1397715000.0,Asia,China,CHN,14342903
1159117971,1159118157,-66.873009,52.926071,130.4562047044068,46.843015022337944,Wabush,Jiamusi Dongjiao,94,51,19,139,1397715000.0,Asia,China,CHN,14342903
1159117985,1159118157,-113.52297368858079,53.57094365828116,130.4562047044068,46.843015022337944,Edmonton City Centre,Jiamusi Dongjiao,66,51,65,139,1397715000.0,Asia,China,CHN,14342903
