航空公司ID,出发地ID,目的地ID,航线ID,日期,出发地机场名称,出发地城市,出发地国家,src_lng,src_lat,出发地机场ID,出发地新冠确诊病例,出发地猴痘确诊病例,目的地机场名称,目的地城市,目的地国家,dst_lng,dst_lat,目的地机场ID,目的地新冠确诊病例,目的地猴痘确诊病例,航空公司名称,航空公司国家,航空公司ID,航线流量,病例
4,3039,3307,2928,2030-01-23 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,464137.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,China Eastern Airlines,China,4,3,464137.0
3,3039,3307,10062,2030-01-23 00:00:00,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,183567.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,183567.0
3,2335,3307,10067,2030-01-23 00:00:00,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,2,0.0
3,4079,3307,10068,2030-01-23 00:00:00,Dhangarhi,Dhangarhi,Nepal,80.581944,28.753333,4079,1278865.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,1278865.0
3,2322,3307,10191,2030-01-23 00:00:00,Yecheon,Yechon,South Korea,128.35485,36.631933,2322,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,2,0.0
3,2954,3307,10348,2030-01-23 00:00:00,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,2081964.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,2,2081964.0
4,2290,3307,3195,2030-01-23 00:00:00,Misawa Ab,Misawa,Japan,141.368364,40.703222,2290,2231711.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,China Eastern Airlines,China,4,1,2231711.0
5,4034,3307,4578,2030-01-23 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,2818425.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Air China,China,5,2,2818425.0
3,4034,3307,10411,2030-01-23 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1707638.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,1707638.0
3,2905,3307,10438,2030-01-23 00:00:00,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,6406894.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,6406894.0
5,3922,3307,4631,2030-01-23 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,6821472.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Air China,China,5,2,6821472.0
3,3922,3307,10452,2030-01-23 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,6681724.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,2,6681724.0
3,2320,3307,10469,2030-01-23 00:00:00,Pohang,Pohang,South Korea,129.420486,35.987858,2320,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,0.0
3,3999,3307,10513,2030-01-23 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,0.0
3,2309,3307,9591,2030-01-23 00:00:00,Macomb Municipal Airport,Macomb,United States,-90.6523889,40.5200833,2309,0.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,2,0.0
3,3830,3307,9691,2030-01-23 00:00:00,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,99.944725,8.539617,3830,1497562.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,2,1497562.0
3,6978,3307,9728,2030-01-23 00:00:00,Yarram,Yarram,Australia,146.75,-38.56,6978,1571135.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,1571135.0
3,2267,3307,10516,2030-01-23 00:00:00,Oki,Oki Island,Japan,133.324844,36.181125,2267,1972725.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,1,1972725.0
3,5347,3307,9715,2030-01-23 00:00:00,Sharya,Sharya,Russia,45.3314,58.2321,5347,7510090.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,2,7510090.0
3,2265,3307,9975,2030-01-23 00:00:00,Hamamatsu,Hamamatsu,Japan,137.703083,34.750239,2265,3626171.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,1,3626171.0
3,2250,3307,9976,2030-01-23 00:00:00,New Tanegashima,Tanegashima,Japan,130.991231,30.605067,2250,2739362.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,2739362.0
3,2276,3307,10069,2030-01-23 00:00:00,Kochi,Kochi,Japan,133.669444,33.546111,2276,1188875.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,1188875.0
3,2256,3307,10134,2030-01-23 00:00:00,Kumamoto,Kumamoto,Japan,130.85505,32.837319,2256,3065320.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,1,3065320.0
3,2270,3307,10192,2030-01-23 00:00:00,Hiroshima,Hiroshima,Japan,132.919444,34.436111,2270,3158265.0,0.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,3,3158265.0
3,7424,3307,10540,2030-01-23 00:00:00,Hohe Duene,Warnemuende,Germany,12.132082,54.181438,7424,5542872.0,6.0,Zhoushuizi,Dalian,China,121.5386,38.965667,3307,114711.0,0.0,Southwest Airlines,United States,3,1,5542872.0
5,1965,3273,3613,2030-01-23 00:00:00,La Tontouta,Noumea,New Caledonia,166.212972,-22.014553,1965,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
5,575,3273,3616,2030-01-23 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,0.0
5,3786,3273,3640,2030-01-23 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,0.0
5,3226,3273,3649,2030-01-23 00:00:00,Alice Springs,Alice Springs,Australia,133.902222,-23.806667,3226,2521125.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,12,2521125.0
5,1358,3273,3762,2030-01-23 00:00:00,Creil,Creil,France,2.519139,49.253547,1358,8360552.0,2.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,8360552.0
5,3012,3273,3952,2030-01-23 00:00:00,Dehradun,Dehra Dun,India,78.180256,30.189689,3012,33305337.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,33305337.0
5,2137,3273,3994,2030-01-23 00:00:00,Zirku,Zirku,United Arab Emirates,53.077833,24.861542,2137,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,0.0
5,2248,3273,4033,2030-01-23 00:00:00,Fukue,Fukue,Japan,128.832808,32.666269,2248,1081207.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,32,1081207.0
5,3111,3273,4053,2030-01-23 00:00:00,Kep,Kep,Vietnam,106.261083,21.394639,3111,2925487.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,2925487.0
5,2996,3273,4118,2030-01-23 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1555293.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,1555293.0
5,3155,3273,4167,2030-01-23 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,4004764.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,4004764.0
4,1673,3273,2785,2030-01-23 00:00:00,Cardak,Denizli,Turkey,29.701297,37.785567,1673,6498694.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,2,6498694.0
5,3884,3273,4231,2030-01-23 00:00:00,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,0.0,1.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
5,3210,3273,4276,2030-01-23 00:00:00,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,2570473.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,2570473.0
5,3385,3273,4326,2030-01-23 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,0.0
7,3385,3273,6075,2030-01-23 00:00:00,Laughlin Afb,Del Rio,United States,-100.777975,29.359486,3385,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,US Airways,United States,7,1,0.0
5,503,3273,4328,2030-01-23 00:00:00,Blackbushe,Blackbushe,United Kingdom,-0.8475,51.323889,503,7170327.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,7170327.0
5,3244,3273,4357,2030-01-23 00:00:00,Melbourne Moorabbin,Melbourne,Australia,145.102222,-37.975833,3244,2786785.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,2786785.0
5,3951,3273,4375,2030-01-23 00:00:00,Franklin,Franklin,United States,-79.860362,41.377874,3951,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
4,2223,3273,2986,2030-01-23 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,2,0.0
5,2223,3273,4442,2030-01-23 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,0.0
3,2223,3273,10184,2030-01-23 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Southwest Airlines,United States,3,1,0.0
4,3268,3273,3011,2030-01-23 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1089904.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,1,1089904.0
5,3268,3273,4452,2030-01-23 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1269417.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,1269417.0
5,3214,3273,4502,2030-01-23 00:00:00,Sultan Mahmud,Kuala Terengganu,Malaysia,103.10336,5.382639,3214,2536476.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,2536476.0
5,3255,3273,4503,2030-01-23 00:00:00,Adelaide Parafield,Adelaide,Australia,138.633056,-34.793333,3255,1856915.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,1856915.0
5,3116,3273,4539,2030-01-23 00:00:00,Phu Quoc,Phuquoc,Vietnam,103.967169,10.227025,3116,2714215.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,2714215.0
5,3222,3273,4590,2030-01-23 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,1039126.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,1039126.0
5,3265,3273,4621,2030-01-23 00:00:00,Richmond,Richmond,Australia,150.780833,-33.600556,3265,1817240.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,1817240.0
5,2220,3273,4733,2030-01-23 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,0.0
5,154,3273,5019,2030-01-23 00:00:00,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,1780684.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,1780684.0
4,1087,3273,2355,2030-01-23 00:00:00,Sao Pedro,Sao Vicente Island,Cape Verde,-25.054661,16.833689,1087,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,3,0.0
4,1107,3273,2378,2030-01-23 00:00:00,Abu Simbel,Abu Simbel,Egypt,31.611722,22.375953,1107,1337366.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,1,1337366.0
5,3182,3273,3766,2030-01-23 00:00:00,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,4920116.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,4920116.0
4,4267,3273,2452,2030-01-23 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7042757.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,1,7042757.0
5,4267,3273,3809,2030-01-23 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7561965.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,7561965.0
5,3827,3273,3868,2030-01-23 00:00:00,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,110.756892,-7.516089,3827,3414292.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,3414292.0
5,6078,3273,4032,2030-01-23 00:00:00,Four Corners,Four Corners,United States,-109.045172,36.998976,6078,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,0.0
4,4011,3273,2652,2030-01-23 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,1817318.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,2,1817318.0
5,4011,3273,4037,2030-01-23 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,719129.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,719129.0
5,3095,3273,4126,2030-01-23 00:00:00,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,1020447.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,1020447.0
4,4188,3273,2809,2030-01-23 00:00:00,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,2565128.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,3,2565128.0
5,3043,3273,4275,2030-01-23 00:00:00,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,1583625.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,1583625.0
3,3925,3273,10012,2030-01-23 00:00:00,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Southwest Airlines,United States,3,52,0.0
5,2335,3273,4365,2030-01-23 00:00:00,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,0.0
4,4846,3273,2995,2030-01-23 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,4830018.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,3,4830018.0
5,4846,3273,4447,2030-01-23 00:00:00,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,6072171.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,6072171.0
5,2954,3273,4536,2030-01-23 00:00:00,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,1194746.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,1194746.0
5,3146,3273,4537,2030-01-23 00:00:00,Taungoo,Taungoo,Burma,96.401239,19.031275,3146,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
4,4034,3273,3213,2030-01-23 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1923586.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,1,1923586.0
5,4034,3273,4558,2030-01-23 00:00:00,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,2570633.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,2570633.0
5,2905,3273,4603,2030-01-23 00:00:00,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,8411362.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,8411362.0
5,3922,3273,4623,2030-01-23 00:00:00,Domododevo,Moscow,Russia,37.906111,55.408611,3922,6411529.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,6411529.0
4,3999,3273,3336,2030-01-23 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,China Eastern Airlines,China,4,1,0.0
5,3999,3273,4716,2030-01-23 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,0.0
3,3999,3273,10508,2030-01-23 00:00:00,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Southwest Airlines,United States,3,3,0.0
5,7442,3273,5013,2030-01-23 00:00:00,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
5,5298,3273,3622,2030-01-23 00:00:00,Worcester Regional Airport,Worcester,United States,-71.8757,42.2673,5298,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
5,7590,3273,3631,2030-01-23 00:00:00,Volosovo,Volosovo,Russia,37.4517,55.0683,7590,8054659.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,2,8054659.0
5,2995,3273,3947,2030-01-23 00:00:00,Tejgaon,Dhaka,Bangladesh,90.382689,23.778783,2995,3634716.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,3634716.0
5,3108,3273,3948,2030-01-23 00:00:00,Mara Lodges,Mara Lodges,Kenya,35.099931,-1.183581,3108,1891464.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,1891464.0
5,5248,3273,3953,2030-01-23 00:00:00,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,2096743.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,2096743.0
5,3830,3273,3989,2030-01-23 00:00:00,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,99.944725,8.539617,3830,1991369.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,1991369.0
5,6978,3273,4055,2030-01-23 00:00:00,Yarram,Yarram,Australia,146.75,-38.56,6978,3016594.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,3016594.0
5,6094,3273,4116,2030-01-23 00:00:00,Assumption Island,Assumption Island,Seychelles,46.5067,-9.7422,6094,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
5,6083,3273,4166,2030-01-23 00:00:00,Macau Ferry Pier,Macau,Macau,113.558911,22.197075,6083,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,0.0
5,7349,3273,4196,2030-01-23 00:00:00,Magan,Yakutsk,Russia,129.3334,62.0626,7349,7535643.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,7535643.0
5,5385,3273,4210,2030-01-23 00:00:00,HLP HQ GT,Paetz,Germany,13.6667,52.2361,5385,6679865.0,6.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,6679865.0
5,4038,3273,4346,2030-01-23 00:00:00,Petersburg James A. Johnson,Petersburg,United States,-132.945278,56.801667,4038,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,0.0
5,3073,3273,4364,2030-01-23 00:00:00,Paro,Thimphu,Bhutan,89.424606,27.403192,3073,30079.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,30079.0
5,2953,3273,4504,2030-01-23 00:00:00,Kampong Chhnang,Kompong Chnang,Cambodia,104.563875,12.255236,2953,226036.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,1,226036.0
5,5538,3273,4712,2030-01-23 00:00:00,Branson LLC,Branson,United States,-93.200556,36.531994,5538,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Air China,China,5,3,0.0
3,6472,3273,9773,2030-01-23 00:00:00,Mamitupo,Mamitupo,Panama,-77.984167,9.186667,6472,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Southwest Airlines,United States,3,3,0.0
3,5214,3273,10075,2030-01-23 00:00:00,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,114711.0,0.0,Southwest Airlines,United States,3,3,0.0
5,575,3298,3617,2030-01-23 00:00:00,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,Air China,China,5,1,0.0
3,3786,3298,9529,2030-01-23 00:00:00,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,Southwest Airlines,United States,3,2,0.0
4,2917,3298,2376,2030-01-23 00:00:00,Aurangabad,Aurangabad,India,75.398114,19.862728,2917,33066328.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,1,33066328.0
4,337,3298,2634,2030-01-23 00:00:00,Erfurt,Erfurt,Germany,10.958106,50.979811,337,4721910.0,6.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,1,4721910.0
4,2996,3298,2721,2030-01-23 00:00:00,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,2036162.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,1,2036162.0
4,3155,3298,2763,2030-01-23 00:00:00,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,3377717.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,1,3377717.0
4,2223,3298,2987,2030-01-23 00:00:00,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,1,0.0
4,3268,3298,3023,2030-01-23 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,2473965.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,2,2473965.0
5,3268,3298,4459,2030-01-23 00:00:00,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1102690.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,Air China,China,5,1,1102690.0
4,3222,3298,3234,2030-01-23 00:00:00,Seletar,Singapore,Singapore,103.867653,1.41695,3222,784691.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,3,784691.0
4,2220,3298,3366,2030-01-23 00:00:00,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,1,0.0
4,4267,3298,2453,2030-01-23 00:00:00,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7758499.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,2,7758499.0
4,7875,3298,2591,2030-01-23 00:00:00,Delft Central,Delft,Netherlands,4.356667,52.006667,7875,3859941.0,3.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,2,3859941.0
3,7875,3298,9668,2030-01-23 00:00:00,Delft Central,Delft,Netherlands,4.356667,52.006667,7875,2611109.0,3.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,Southwest Airlines,United States,3,2,2611109.0
4,4011,3298,2654,2030-01-23 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,1369305.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,China Eastern Airlines,China,4,1,1369305.0
5,4011,3298,4041,2030-01-23 00:00:00,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,1331669.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,114711.0,0.0,Air China,China,5,3,1331669.0
