airline,src,dst,routeId,date,name_src,city_src,country_src,src_lng,src_lat,airportId_src,Covid confirmed cases_src,Monkeypox confirmed cases_src,name_dst,city_dst,country_dst,dst_lng,dst_lat,airportId_dst,Covid confirmed cases_dst,Monkeypox confirmed cases_dst,airline_name,airline_country,airlineId,flow count,cases,Covid confirmed cases
5,3265,3273,4621,2030-01-21,Richmond,Richmond,Australia,150.780833,-33.600556,3265,386413.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,386413.0,0.0
5,2220,3273,4733,2030-01-21,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
5,154,3273,5019,2030-01-21,Norman Wells,Norman Wells,Canada,-126.798219,65.281617,154,2747034.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2747034.0,0.0
4,1087,3273,2355,2030-01-21,Sao Pedro,Sao Vicente Island,Cape Verde,-25.054661,16.833689,1087,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,1107,3273,2378,2030-01-21,Abu Simbel,Abu Simbel,Egypt,31.611722,22.375953,1107,1335499.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,1335499.0,0.0
5,3182,3273,3766,2030-01-21,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,4536153.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,4536153.0,0.0
4,4267,3273,2452,2030-01-21,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,8594011.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,8594011.0,
5,4267,3273,3809,2030-01-21,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,6512833.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,6512833.0,0.0
5,3827,3273,3868,2030-01-21,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,110.756892,-7.516089,3827,4741891.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,4741891.0,0.0
5,6078,3273,4032,2030-01-21,Four Corners,Four Corners,United States,-109.045172,36.998976,6078,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,
4,4011,3273,2652,2030-01-21,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,425767.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,425767.0,
5,4011,3273,4037,2030-01-21,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2580460.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2580460.0,0.0
5,3095,3273,4126,2030-01-21,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,2848689.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2848689.0,0.0
4,4188,3273,2809,2030-01-21,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,3294943.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,3294943.0,0.0
5,3043,3273,4275,2030-01-21,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,2102897.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2102897.0,0.0
3,3925,3273,10012,2030-01-21,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
5,2335,3273,4365,2030-01-21,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,
4,4846,3273,2995,2030-01-21,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,6649444.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,6649444.0,0.0
5,4846,3273,4447,2030-01-21,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,5986641.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,5986641.0,
5,2954,3273,4536,2030-01-21,Phnom Penh Intl,Phnom-penh,Cambodia,104.844139,11.546556,2954,238753.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,238753.0,0.0
5,3146,3273,4537,2030-01-21,Taungoo,Taungoo,Burma,96.401239,19.031275,3146,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
4,4034,3273,3213,2030-01-21,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,603048.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,603048.0,
5,4034,3273,4558,2030-01-21,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,2861022.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2861022.0,0.0
5,2905,3273,4603,2030-01-21,Bryansk,Bryansk,Russia,34.176447,53.214194,2905,6758707.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,6758707.0,0.0
5,3922,3273,4623,2030-01-21,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7155336.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,7155336.0,0.0
4,3999,3273,3336,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
5,3999,3273,4716,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
3,3999,3273,10508,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
5,7442,3273,5013,2030-01-21,Wickenburg Municipal Airport,Wickenburg,United States,-112.7990036,33.96889877,7442,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,
5,5298,3273,3622,2030-01-21,Worcester Regional Airport,Worcester,United States,-71.8757,42.2673,5298,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
5,7590,3273,3631,2030-01-21,Volosovo,Volosovo,Russia,37.4517,55.0683,7590,6164197.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,6164197.0,0.0
5,2995,3273,3947,2030-01-21,Tejgaon,Dhaka,Bangladesh,90.382689,23.778783,2995,4081015.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,4081015.0,0.0
5,3108,3273,3948,2030-01-21,Mara Lodges,Mara Lodges,Kenya,35.099931,-1.183581,3108,495941.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,495941.0,0.0
5,5248,3273,3953,2030-01-21,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,2473813.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2473813.0,0.0
5,3830,3273,3989,2030-01-21,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,99.944725,8.539617,3830,891236.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,891236.0,0.0
5,6978,3273,4055,2030-01-21,Yarram,Yarram,Australia,146.75,-38.56,6978,2543486.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,2543486.0,0.0
5,6094,3273,4116,2030-01-21,Assumption Island,Assumption Island,Seychelles,46.5067,-9.7422,6094,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
5,6083,3273,4166,2030-01-21,Macau Ferry Pier,Macau,Macau,113.558911,22.197075,6083,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
5,7349,3273,4196,2030-01-21,Magan,Yakutsk,Russia,129.3334,62.0626,7349,8538591.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,8538591.0,0.0
5,5385,3273,4210,2030-01-21,HLP HQ GT,Paetz,Germany,13.6667,52.2361,5385,5479057.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,5479057.0,0.0
5,4038,3273,4346,2030-01-21,Petersburg James A. Johnson,Petersburg,United States,-132.945278,56.801667,4038,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
5,3073,3273,4364,2030-01-21,Paro,Thimphu,Bhutan,89.424606,27.403192,3073,1454168.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,1454168.0,0.0
5,2953,3273,4504,2030-01-21,Kampong Chhnang,Kompong Chnang,Cambodia,104.563875,12.255236,2953,3045528.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,3045528.0,0.0
5,5538,3273,4712,2030-01-21,Branson LLC,Branson,United States,-93.200556,36.531994,5538,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Air China,China,5,0,0.0,0.0
3,6472,3273,9773,2030-01-21,Mamitupo,Mamitupo,Panama,-77.984167,9.186667,6472,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
3,5214,3273,10075,2030-01-21,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Wusu,Taiyuan,China,112.628428,37.746897,3273,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
5,575,3298,3617,2030-01-21,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Air China,China,5,0,0.0,0.0
3,3786,3298,9529,2030-01-21,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
4,2917,3298,2376,2030-01-21,Aurangabad,Aurangabad,India,75.398114,19.862728,2917,33868766.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,33868766.0,0.0
4,337,3298,2634,2030-01-21,Erfurt,Erfurt,Germany,10.958106,50.979811,337,5699999.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,5699999.0,0.0
4,2996,3298,2721,2030-01-21,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1776993.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,1776993.0,
4,3155,3298,2763,2030-01-21,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,3546258.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,3546258.0,0.0
4,2223,3298,2987,2030-01-21,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,3268,3298,3023,2030-01-21,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1942028.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,1942028.0,0.0
5,3268,3298,4459,2030-01-21,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1120817.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Air China,China,5,0,1120817.0,0.0
4,3222,3298,3234,2030-01-21,Seletar,Singapore,Singapore,103.867653,1.41695,3222,2189938.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,2189938.0,0.0
4,2220,3298,3366,2030-01-21,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,4267,3298,2453,2030-01-21,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,7590663.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,7590663.0,0.0
4,7875,3298,2591,2030-01-21,Delft Central,Delft,Netherlands,4.356667,52.006667,7875,3138655.0,3.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,3138655.0,
3,7875,3298,9668,2030-01-21,Delft Central,Delft,Netherlands,4.356667,52.006667,7875,3651698.0,3.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,3651698.0,
4,4011,3298,2654,2030-01-21,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2882976.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,2882976.0,
5,4011,3298,4041,2030-01-21,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,686099.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Air China,China,5,0,686099.0,
4,3976,3298,2775,2030-01-21,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,4188,3298,2811,2030-01-21,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,1754183.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,1754183.0,0.0
3,4188,3298,9869,2030-01-21,Chumphon,Chumphon,Thailand,99.361706,10.7112,4188,920230.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,920230.0,0.0
4,2153,3298,2815,2030-01-21,Shahbaz Ab,Jacobsbad,Pakistan,68.449711,28.284167,2153,2853290.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,2853290.0,0.0
4,3043,3298,2854,2030-01-21,Janakpur,Janakpur,Nepal,85.922394,26.708806,3043,1339804.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,1339804.0,0.0
4,3925,3298,2902,2030-01-21,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,0.0,
4,3988,3298,2906,2030-01-21,Levuka Airfield,Levuka,Fiji,178.83333,-17.68333,3988,779090.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,779090.0,0.0
3,3988,3298,10025,2030-01-21,Levuka Airfield,Levuka,Fiji,178.83333,-17.68333,3988,671982.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,671982.0,0.0
4,3039,3298,2921,2030-01-21,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,1917321.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,1917321.0,0.0
4,4034,3298,3215,2030-01-21,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1408967.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,1408967.0,
4,3922,3298,3246,2030-01-21,Domododevo,Moscow,Russia,37.906111,55.408611,3922,8471180.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,8471180.0,0.0
4,3999,3298,3341,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
5,3999,3298,4719,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Air China,China,5,0,0.0,0.0
3,3999,3298,10510,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
3,5248,3298,9671,2030-01-21,Muren Airport,Muren,Mongolia,100.099,49.6633,5248,2822925.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,2822925.0,0.0
3,3946,3298,9687,2030-01-21,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,7.529167,47.59,3946,6326580.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,6326580.0,0.0
3,5214,3298,10080,2030-01-21,Yam Island Airport,Yam Island,Australia,142.776,-9.90111,5214,0.0,0.0,Longdongbao,Guiyang,China,106.800703,26.538522,3298,0,0.0,Southwest Airlines,United States,3,0,0.0,
5,575,3289,3618,2030-01-21,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,0.0,0.0
4,2996,3289,2723,2030-01-21,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1332741.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,1332741.0,0.0
3,2996,3289,9779,2030-01-21,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,1763193.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Southwest Airlines,United States,3,0,1763193.0,0.0
4,3155,3289,2766,2030-01-21,Jalaluddin,Gorontalo,Indonesia,122.849858,0.637119,3155,3891590.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,3891590.0,0.0
4,3884,3289,2826,2030-01-21,Ellinikon International Airport,Athens,Greece,23.4346,37.5354,3884,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,2223,3289,2989,2030-01-21,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,3268,3289,3047,2030-01-21,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1317136.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,1317136.0,0.0
5,3268,3289,4467,2030-01-21,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,163251.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,163251.0,
3,3268,3289,10200,2030-01-21,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,1628006.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Southwest Airlines,United States,3,0,1628006.0,0.0
4,2311,3289,3147,2030-01-21,Jinhae,Chinhae,South Korea,128.695792,35.141175,2311,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,2220,3289,3368,2030-01-21,Sungshan,Taipei,Taiwan,121.5525,25.069722,2220,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
5,4267,3289,3815,2030-01-21,Yuzhny,Ivanovo,Russia,40.940833,56.939444,4267,8895658.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,8895658.0,
3,4315,3289,9588,2030-01-21,Cuyo Airport,Cuyo,Philippines,121.069,10.8581,4315,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Southwest Airlines,United States,3,0,0.0,0.0
4,4011,3289,2656,2030-01-21,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,2968460.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,2968460.0,0.0
5,4011,3289,4043,2030-01-21,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,1159359.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,1159359.0,0.0
3,3095,3289,9797,2030-01-21,Cha Ian,Nakhon Si Thammarat,Thailand,99.955625,8.471147,3095,819970.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Southwest Airlines,United States,3,0,819970.0,
4,3976,3289,2776,2030-01-21,Telluride,Telluride,United States,-107.90848,37.953759,3976,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,3925,3289,2903,2030-01-21,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
5,3925,3289,4339,2030-01-21,East 34th Street Heliport,New York,United States,-73.971944,40.7425,3925,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,0.0,0.0
4,3039,3289,2923,2030-01-21,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,1777684.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,1777684.0,0.0
5,3039,3289,4359,2030-01-21,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,2222489.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,2222489.0,0.0
4,4034,3289,3219,2030-01-21,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,2012539.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,2012539.0,
5,4034,3289,4565,2030-01-21,Oudomxay,Muang Xay,Laos,101.994,20.6827,4034,1624837.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,1624837.0,0.0
5,3922,3289,4628,2030-01-21,Domododevo,Moscow,Russia,37.906111,55.408611,3922,7459334.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,7459334.0,0.0
4,3999,3289,3345,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
5,3999,3289,4723,2030-01-21,Vancouver Coal Harbour,Vancouver,Canada,-123.115833,49.289722,3999,0.0,0.0,Changle,Fuzhou,China,119.663272,25.935064,3289,0,0.0,Air China,China,5,0,0.0,0.0
5,575,3286,3621,2030-01-21,Mount Pleasant,Mount Pleasant,Falkland Islands,-58.447222,-51.822777,575,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,0.0,0.0
5,3786,3286,3648,2030-01-21,Robins Afb,Macon,United States,-83.59185,32.640144,3786,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,0.0,0.0
5,2996,3286,4125,2030-01-21,Zia Intl,Dhaka,Bangladesh,90.397781,23.843333,2996,2663169.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,2663169.0,0.0
5,3210,3286,4279,2030-01-21,Sultan Ismail,Johor Bahru,Malaysia,103.669619,1.641308,3210,2870277.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,2870277.0,
4,2223,3286,2994,2030-01-21,Hualien,Hualien,Taiwan,121.616906,24.023725,2223,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,China Eastern Airlines,China,4,0,0.0,0.0
4,3268,3286,3132,2030-01-21,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,2294495.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,China Eastern Airlines,China,4,0,2294495.0,
5,3268,3286,4497,2030-01-21,Wagga Wagga,Wagga Wagga,Australia,147.466389,-35.165278,3268,147703.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,147703.0,0.0
5,3222,3286,4592,2030-01-21,Seletar,Singapore,Singapore,103.867653,1.41695,3222,2439169.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,2439169.0,0.0
4,3182,3286,2428,2030-01-21,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,3272615.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,China Eastern Airlines,China,4,0,3272615.0,0.0
5,3182,3286,3768,2030-01-21,Pinang Kampai,Dumai,Indonesia,101.433558,1.609194,3182,5500235.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,5500235.0,0.0
5,4011,3286,4051,2030-01-21,Ambouli International Airport,Djibouti,Djibouti,43.1594,11.5472,4011,846305.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,846305.0,
4,3039,3286,2933,2030-01-21,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,900868.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,China Eastern Airlines,China,4,0,900868.0,0.0
5,3039,3286,4361,2030-01-21,Wattay Intl,Vientiane,Laos,102.563256,17.988322,3039,1943596.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,1943596.0,
5,2335,3286,4366,2030-01-21,Yonaguni,Yonaguni Jima,Japan,122.977778,24.466944,2335,0.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,Air China,China,5,0,0.0,
4,4846,3286,3001,2030-01-21,Apartadó Airport,Apartadó,Colombia,-77.2,7.033,4846,5228495.0,0.0,Wujiaba,Kunming,China,102.743536,24.992364,3286,0,0.0,China Eastern Airlines,China,4,0,5228495.0,
